,brands,code,product_name,energy-kcal_value,energy-kj_value,carbohydrates_value,sugars_value,fat_value,saturated-fat_value,proteins_value,fiber_value,salt_value,sodium_value,nova-group,nutrition-score-fr,fruits-vegetables-nuts-estimate-from-ingredients_100g
6597,"Liebig, Liebig PurSoup'",3036811365585,Pur Soup' - Velouté de légumes du soleil,41.0,,4.8,2.9,1.7,0.3,0.9,1.0,0.67,0.268,4.0,1.0,75.6459558823529
6598,Connétable,3263670128116,Sardines généreuses au piment,227.0,,0.0,0.0,15.0,3.3,23.0,0.0,1.0,0.4,4.0,2.0,2.0
6599,Nestlé,3023290014080,Yaos Le Yaourt à la Grecque Stracciatella 4x125g,148.0,618.0,15.1,14.6,8.2,5.4,2.6,,0.1,0.04,4.0,9.0,0.231250000000003
6600,Coca-Cola,5000112548068,coca cola,42.0,180.0,10.6,10.6,0.0,0.0,0.0,0.0,0.0,0.0,4.0,12.0,0.0
6601,Clipper,5021991938856,Infusion bio,,,,,,,,,,,4.0,,64.25
6602,Bonduelle,3083681116908,,96.0,399.0,8.9,1.6,4.6,1.1,3.2,2.9,0.625,0.25,4.0,3.0,49.0633138020833
6603,Rapunzel,4006040000563,Beurre de cacahuète Crunchy,640.0,,11.0,5.9,54.0,13.0,24.0,6.5,0.99,0.396,3.0,8.0,91.0
6604,Alesto,40876191,Mix énergie,461.0,1926.0,47.0,35.0,24.0,6.2,9.9,,0.27,0.108,4.0,21.0,86.2
6605,Picard,3270160173822,4 portions de Colin d'Alaska,184.0,773.0,14.0,1.6,8.0,0.8,13.0,1.3,0.61,0.244,4.0,0.0,4.03109375
6606,"Nestlé,Nescafé, Special filtre",7613036451253,"NESCAFE SPECIAL FILTRE L'Original, Café Soluble, Flacon de 200g",,,,,,,,,,,1.0,,0.0
6607,Rügenwalder Mühle,4000405005002,Vegane Mühlen Schnitzel,211.0,880.0,13.0,1.2,10.0,0.9,14.0,6.4,1.6,0.64,4.0,0.0,5.859375
6608,Rummo,8008343200660,Penne Rigate N°66,356.0,,69.5,3.1,1.6,0.3,14.5,2.9,0.005,0.002,1.0,-2.0,0.0
6609,"Jardin bio, Léa Nature",3760020502324,Compote pommes,55.0,234.0,13.0,11.0,0.0,0.0,0.0,1.6,0.0,0.0,1.0,1.0,75.0
6610,Biocoop,3760121213099,Galettes aux flocons d’avoine fourrées chocolat noir,503.0,2113.0,63.0,37.0,24.0,14.0,6.3,4.9,0.78,0.312,3.0,27.0,0.0
6611,Oreo,7622300281182,Original,472.0,1982.0,67.0,45.0,19.0,5.4,5.6,2.9,0.76,0.304,4.0,26.0,8.7125
6612,"Délisse, Marque Repère",3564700005576,Lait entier,64.0,271.0,4.8,4.8,3.6,2.2,3.2,0.5,0.1,0.04,1.0,4.0,0.0
6613,Céréal Bio,3175681248557,Quinoa Royal - Carottes jaunes et cumin,90.0,395.0,13.0,2.0,2.4,0.2,3.3,3.6,0.68,0.272,3.0,2.0,23.3
6614,Cristaline,3274080001005,CRISTALINE Eau De Source 6x1.5L,,,,,,,,,31.25,12.5,1.0,0.0,0.0
6615,Bien,3760049794380,Pain de mie grandes tranches nature sans sucres ajoutés 500G,286.0,1206.0,48.0,2.4,6.3,0.6,7.6,3.5,1.1,0.44,4.0,4.0,0.0
6616,"Materne, Pom' Potes",3021760403921,"Pom' Potes, Pomme Banane",65.0,,14.0,12.0,0.5,0.2,0.5,1.3,0.01,0.004,1.0,-2.0,99.925
6617,Toblerone,7614500010310,Toblerone White,537.0,2246.0,62.0,62.0,29.0,17.0,6.1,0.2,0.18,0.072,4.0,31.0,1.6
6618,Nocilla,8410014477743,Nocilla Original,546.0,2279.0,58.0,56.0,32.0,5.9,5.0,3.0,0.1,0.04,4.0,26.0,4.0
6619,Hacendado,8480000049575,,17.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.012,2.0,,0.0
6620,Charal,3181232519137,Steak haché Charal authentique,212.5,,0.0,,12.5,4.875,25.0,,0.28125,0.1125,1.0,4.0,0.0
6621,"Italiamo, Mister Choc",20871765,Лешников крем с натрошени лешници и какао,210.0,,21.0,19.0,13.0,2.0,2.0,1.0,0.025,0.01,4.0,27.0,37.0
6622,Hacendado,8480000174413,Pasta de sésamo tahini,710.0,2932.0,3.2,1.4,65.6,10.1,24.9,3.4,0.04,0.016,1.0,17.0,0.0
6623,Lotus,5410126116236,Biscoff,484.0,2032.0,72.6,38.1,19.0,8.0,4.9,1.3,0.92,0.368,3.0,28.0,6.175
6624,Baresa,20443382,Baresa Geschwärzte Oliven,172.0,,0.0,0.0,18.0,3.3,1.0,3.0,1.9675,0.787,3.0,14.0,0.0
6625,Hacendado,8480000142351,Galletas Maria Sin Gluten,447.0,1882.0,73.8,22.0,13.0,1.1,6.0,5.5,0.75,0.3,4.0,12.0,0.380067567567565
6626,Equador,3564706606043,Noir extra 99%,598.0,,13.0,1.1,50.0,31.0,15.0,18.0,0.01,0.004,3.0,12.0,0.0
6627,M-Classic,11555797,Vegan Bloc Butter,720.0,,0.0,0.0,80.0,39.0,0.5,0.5,0.1975,0.079,,18.0,0.0
6628,Nestlé,5010029000092,Weetabix,362.0,1515.0,69.0,4.4,2.0,0.6,12.0,10.0,0.275,0.11,3.0,-3.0,0.0
6629,"Lidl, envia",4056489369363,Petits fromages frais,87.0,364.0,4.1,4.1,3.8,2.5,9.0,0.1,0.13,0.052,3.0,1.0,0.0
6630,Jardin biologique,3456300015324,Beurre de cacahuète Creamy,605.0,2507.0,15.0,10.0,47.0,6.2,27.0,6.8,0.3,0.12,3.0,-6.0,94.5
6631,"HERTA, Le Bon Paris",3154230809838,HERTA LE BON PARIS Jambon conservation sans nitrite x2 - 70g,109.2,461.1,0.9,0.0,2.4,1.0,21.0,0.0,1.54,0.616,4.0,6.0,0.0
6632,Andros,3608580086079,Andros gourmand et végétal délice chocolat,112.0,470.0,17.9,13.5,3.3,1.4,1.5,2.2,0.16,0.064,4.0,5.0,2.0
6633,Barilla,8076809579346,Pesto alla genovese,482.0,,9.8,5.5,46.0,5.3,4.7,5.0,3.2,1.28,4.0,25.0,45.1953125
6634,Jordans,5010477361172,Country crisp miel & noix,455.0,1909.0,61.1,21.8,18.0,2.0,9.4,5.5,0.03,0.012,4.0,9.0,12.625
6635,"Rama, Upfield GmbH",8719200233508,Butter,713.0,,0.5,0.5,79.0,26.0,0.5,,,,4.0,,16.40625
6636,"Rivercote, Tastino, Lidl",20051426,,68.0,286.0,10.8,1.1,1.4,0.1,2.2,1.6,0.25,0.1,3.0,1.0,3.0
6637,"Lay's, Lays",3168930168041,Recette à l'ancienne,540.0,2250.0,54.0,0.5,35.0,3.7,6.2,3.9,1.1,0.44,3.0,13.0,5.62083333333333
6638,Balocco,8001100070551,Fagottini,467.0,,67.0,23.0,18.0,4.9,7.2,4.0,0.92,0.368,4.0,18.0,0.0
6639,Chocolove,0716270001660,Ginger Crystallized In Dark Chocolate,500.0,,53.33,40.0,33.33,20.0,6.67,10.0,0.0,0.0,4.0,,0.0
6640,Tesco,5018374888303,Large free range eggs,131.0,,0.1,0.1,9.0,2.5,12.6,0.0,0.3825,0.153,1.0,-1.0,0.0
6641,balconi,8001585008148,Wafers alla vaniglia,520.0,2177.0,67.0,38.0,26.0,25.0,4.8,0.0,0.4,0.16,4.0,28.0,0.00430836397058698
6642,Saint-malo,3521042206450,Surimi Sticks - Saint Malo 200 G,115.0,,12.0,3.5,4.0,0.3,7.8,,1.8,0.72,4.0,7.0,9.71726190476191
6643,Saxa,5019989103096,Fine Sea Salt,,,,,,,,,,,2.0,,0.0
6644,Linda McCartney,5014008002497,Vegetarian 1/4lb Burgers,253.0,1053.0,5.3,0.6,14.8,1.1,21.0,7.3,1.3,0.52,4.0,-4.0,25.5
6645,Primadonna,20691776,Extra Virgin Olive Oil,824.0,3389.0,0.0,0.0,91.6,13.3,0.0,0.0,0.0,0.0,2.0,0.0,100.0
6646,Doritos,8410199271396,Doritos Tex-mex,211.0,,27.0,1.6,9.7,1.0,3.0,2.4,0.3825,0.153,4.0,9.0,0.0
6647,harmony,6111242801462,Sauce De Soja,10.4,,1.7,0.0,0.0,0.0,1.0,0.0,2.4,0.96,4.0,20.0,0.0
6648,Céréal BIO,3175681281936,Curry thaï,109.0,453.0,8.1,1.5,4.1,1.0,6.6,6.4,0.53,0.212,3.0,-4.0,54.00755
6649,Tesco,5057967396795,Golden Syrup,335.0,,83.4,74.7,0.1,0.1,0.1,,0.4,0.16,,20.0,0.0
6650,Pavesi,8013355501520,Pavesini 200 gr,389.0,1649.0,83.0,50.0,2.5,0.8,7.0,2.5,0.3,0.12,4.0,19.0,0.0
6651,By Sainsbury's,00253352,Nutty Muesli,392.0,1649.0,57.9,15.7,11.3,2.4,10.9,7.7,0.04,0.016,1.0,1.0,37.6666666666667
6652,Hacendado,8480000805041,,31.0,129.0,0.7,0.5,1.6,0.3,3.0,0.8,0.21,0.084,4.0,1.0,0.0
6653,Tesco,5000119018663,Sunflower oil,900.0,3700.0,0.0,0.0,100.0,11.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0
6654,,6111242106024,Luncheon au boeuf,,,,,,,,,,,4.0,,0.0
6655,Deluxe,20472313,Rosemary Crackers,27.0,,3.4,0.1,1.3,0.2,0.4,,0.06,0.024,4.0,14.0,1.4404296875
6656,Heinz,5000157006899,Spaghetti Hoops,52.0,222.0,10.6,3.9,0.2,0.0,1.7,0.6,0.4,0.16,4.0,1.0,41.2
6657,Barilla,8076809580724,Pesto genovese senza aglio 190g,492.0,2030.0,11.0,5.0,47.0,5.3,4.7,3.0,3.2,1.28,4.0,27.0,45.078125
6658,Bodymass,8718836396670,Protein Cookie Double Chocolate,345.0,,46.0,4.0,11.0,3.0,25.0,4.5,,,4.0,,1.96875
6659,Tesco,5051399183640,Three Bean Salad in Water,108.9,,19.4,0.3,0.5,0.1,6.7,7.1,0.0123,0.00492,4.0,-6.0,73.6842105263158
6660,,8723300710791,Vitamin C 1000 mg,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,
6661,Sante,5900617037190,Multi fit granola with mixed nuts,419.0,,58.0,17.0,15.0,1.9,9.2,3.0,0.025,0.01,4.0,7.0,35.3625
6662,Lipton,8720608025657,Thé vert menthe intense menthe verte & menthe poivrée,4.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,33.0
6663,Goodfella's,5011003046389,Stonebaked Thin Margherita Pizza,420.0,,45.0,2.1,17.0,8.7,20.0,3.5,1.2,0.48,4.0,11.0,6.6611328125
6664,Onken,7610900037346,Onken Cherry,107.0,450.0,15.4,14.8,2.7,1.7,4.1,,0.2,0.08,4.0,5.0,10.35
6665,Tesco,5000119532305,Fusilli,268.0,,53.6,,0.7,0.2,9.9,1.2,0.00025,0.0001,1.0,,0.0
6666,,5018735224955,Banana Lunchbox Loaf,318.0,1334.0,58.0,18.0,4.7,1.1,8.2,5.0,0.56,0.224,4.0,9.0,10.171875
6667,Tesco,5051898384029,Mango Chutney,234.0,,56.6,52.4,0.4,0.1,0.2,,2.5,1.0,3.0,28.0,44.0
6668,triscuit,0044000051693,original,120.0,,20.0,,3.5,0.0,3.0,3.0,0.425,0.17,3.0,,16.6666666666667
6669,,5015168000019,Orkney Thin Oatcakes,501.0,2105.0,62.4,1.5,22.0,8.4,10.4,6.0,1.5,0.6,4.0,18.0,0.0
6670,ja!,4337256415965,Haferflocken,371.0,1561.0,59.5,0.8,6.7,1.1,13.2,9.7,0.01,0.004,1.0,-5.0,0.0
6671,Joyfuel,3609200011204,Barre protéinée,380.0,1589.0,35.0,2.2,15.0,8.2,36.0,2.9,0.41,0.164,4.0,14.0,0.0
6672,Tesco,5057753902384,Extra Mature Cheddar,416.0,,0.1,0.1,34.9,21.7,25.4,0.0,1.8,0.72,3.0,16.0,0.0
6673,Organix,5024121804120,apple rice cake cloud,388.0,1647.0,88.5,7.8,0.8,0.1,6.3,0.6,0.08,0.032,1.0,4.0,13.0
6674,Tesco,5000436288282,Strawberry Conserve,235.0,1000.0,57.7,53.7,0.3,0.1,0.5,0.1,0.1,0.04,4.0,16.0,55.0
6675,,6111242106260,Jutos orange jaouda,100.0,,10.0,10.0,15.0,2.0,10.0,10.0,2.0,0.8,4.0,8.0,25.0
6676,Nature's Bakery,0047495013054,Fig Bar Raspberry,200.0,,38.0,19.0,5.0,,3.0,3.0,0.2,0.08,4.0,,15.23056640625
6677,Remedy,9350271000225,Organic Raspberry Lemonade Kombucha,15.0,,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,7.81249999999999
6678,"Aldi,Brooklea",4088600284910,Fat Free Natural Yogurt,59.0,249.0,8.6,7.2,0.5,0.4,5.0,0.0,,,,,0.0
6679,"Sainsburys,By sainsbury's",00358477,BAKED BEANS,84.0,355.0,13.0,4.3,0.5,0.1,4.5,5.0,0.53,0.212,4.0,-4.0,86.6775
6680,Waitrose,5000169618806,Wholemeal pitta,240.0,1004.0,44.8,2.5,0.8,0.2,11.3,4.2,0.1575,0.063,3.0,-4.0,0.0
6681,Manilife,5060560280842,Rich cocoa smooth peanut butter,626.0,,13.5,13.2,50.7,6.3,26.4,5.2,0.86,0.344,,7.0,0.0
6682,Kind,5000159535182,Caramel Almond & Sea salt bar,158.0,,5.7,4.2,12.0,2.4,4.8,5.1,0.2175,0.087,4.0,14.0,23.5555555555556
6683,Hacendado,8480000133724,Palitos frutos secos,487.0,2037.0,54.0,2.7,23.4,2.6,13.0,4.3,3.0,1.2,3.0,20.0,4.1
6684,Charlie Bigham's,5033665209773,Chicken Tikka Masala & Pilau Rice,716.0,,74.1,9.9,32.8,14.8,28.2,5.8,,,3.0,,8.27762223593891
6685,Kiri,3073781141429,tartiner Greek style kiri,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,4.0,0.0,0.0
6686,Tesco,5057753927844,Tesco Plant Chef 4 Spicy Bean Burgers,201.0,841.0,22.0,2.2,9.1,0.9,4.8,6.4,0.9,0.36,3.0,0.0,57.0610677083333
6687,Arla,4100290077617,Dessert Lacté Protein Caramel Salé,79.0,,7.4,4.4,1.5,0.9,10.0,,0.245,0.098,4.0,9.0,0.0
6688,Sainsbury's,01594577,Crème fraîche,297.0,,2.4,0.6,30.8,5.1,2.2,,0.02,0.008,1.0,3.0,0.0
6689,Nairn's,0612322030018,Fruit Oat Biscuit Breaks,460.0,1928.0,61.8,17.6,18.6,7.5,8.4,6.0,1.04,0.416,4.0,19.0,0.0
6690,Yew tree dairy,5000205048277,2 Lemon & Pepper Fish Fillets,280.0,,23.2,1.1,13.5,0.9,15.7,,0.9,0.36,4.0,8.0,23.6007352941176
6691,Bio & Me,5060853640391,Cashew & Almond Gluten-Free Granola,391.0,,57.5,9.7,13.0,1.9,11.0,15.0,0.03,0.012,4.0,-2.0,39.0833333333333
6692,Activia Gut Health,5060360507309,Yoghurt With Walnut & Oats,128.0,,18.3,15.0,4.4,2.3,4.4,2.3,0.15,0.06,4.0,4.0,2.25
6693,"Simply M&S,Marks & Spencer",00819268,Pure Honey,328.0,,81.5,80.8,0.2,0.2,0.05,0.25,0.1,0.04,2.0,19.0,0.0
6694,Chergui,6111126001698,Jnane,102.0,,15.0,13.8,3.2,0.01,3.8,,0.4,0.16,4.0,4.0,0.0
6695,Sultan,6111069004657,Tisane pure camomille,,,,,,,,,,,,,0.0
6696,Kind,5000159537834,Kind Protein Dark Chocolate Nut,225.0,,13.0,7.2,14.0,3.2,10.0,2.7,0.1975,0.079,4.0,,77.7777777777778
6697,Fage,5201054057339,Fruits strawberry,106.0,444.0,10.3,9.2,4.0,2.9,7.3,,0.09,0.036,4.0,2.0,11.25
6698,,6118000040347,دوليبران,,,,,,,,,,,,,
6699,Olivio,5000232879677,Olivio Oil,828.0,3404.0,0.5,0.5,92.0,11.0,0.5,0.5,0.01,0.004,2.0,-1.0,83.3333333333333
6700,Ideal,6111180000439,flan,,,,,,,,,,,4.0,,0.0
6701,Le Moulin Antonin,3770012239237,Huile d'Olive Vierge Extra Le Moulin Antonin,884.0,,0.0,0.0,100.0,14.0,0.0,0.0,0.0,0.0,2.0,0.0,100.0
6702,,5060362071525,Plenish organic coconut milk,32.0,,5.3,3.0,1.1,1.0,0.5,,0.13,0.052,3.0,4.0,10.0
6703,Lidl,4056489574392,Crock Biscuit Goût Chocolat,480.0,2014.0,67.0,30.0,20.0,9.0,5.8,4.5,0.48,0.192,4.0,22.0,0.0
6704,Auchan,0112121111111,Petits pois carotte,50.0,,7.00000029343825,3.69230783902682,0.384615384615385,0.0769230780693201,2.76923069587121,4.0769232236422,,,,,
6705,BOL,5060430291909,One Pot Meal Spanish Butter Bean Stew,297.0,,58.6,6.3,4.5,0.5,20.0,26.6,1.465,0.586,3.0,-5.0,62.3696772257487
6706,Bio & Me,5060853640056,Apple & Cinnamon Gut-Loving Porridge,422.0,1774.0,63.0,7.3,12.0,2.3,11.0,10.0,0.05,0.02,1.0,0.0,19.9166666666667
6707,Jibal,6111246951880,jibal nature,68.0,,6.6,4.4,3.0,2.0,3.7,,0.37125,0.1485,,2.0,0.0
6708,Sainsburys,01142945,Taste the Difference Brown Sourdough Bloomer,228.0,965.0,43.3,2.0,1.3,0.3,9.0,3.5,0.9,0.36,4.0,2.0,0.0
6709,,6111262386574,Donut,401.4,,49.2,29.0,18.0,3.0,5.1,,1.0,0.4,,19.0,
6710,,7613039432259,Nan,,,,,,,,,,,,,
6711,Lidl,4056489817611,Muesli Crunchy Chocolat Noir Noisettes Grillées,456.0,1911.0,61.3,16.3,17.1,4.9,10.1,8.0,10.0,4.0,4.0,28.0,5.01007080078125
6712,Hacendado,8402001013218,Salsa miel y mostaza,158.0,670.0,36.0,34.0,1.1,0.1,1.3,0.5,1.6,0.64,4.0,17.0,0.0
6713,,6111214004754,Mix de fruits sec,438.0,,46.7,15.6,17.4,3.03,19.3,8.9,0.399,0.1596,3.0,8.0,0.798
6714,,6111250471879,Thon entier à la sauce tomate,104.0,,1.9,1.4,3.0,0.4,17.4,0.0,0.58,0.232,4.0,-4.0,10.9375
6715,Hacendado,8402001011771,mermelada melocoton 0%,40.0,168.0,10.0,5.1,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0
6716,Albane,6111250010276,le vrai leben,209.0,51.0,5.9,0.0,1.6,1.0,3.2,,0.0,0.0,3.0,-6.0,0.0
6717,Tesco,5059697759765,plant chef organic firm tofu,106.0,441.0,1.7,0.6,5.8,1.0,11.3,0.8,0.03,0.012,4.0,-3.0,34.0
6718,Révey,6111266751132,Pâte à tartiner aux noisettes,552.22,,44.64,43.44,39.86,14.84,5.86,,0.5,0.2,4.0,30.0,12.0
6719,Everyday Essentials,4088600564869,Lightly Salted Tortilla Chips,479.0,2004.0,59.5,1.1,22.3,2.2,6.2,7.4,1.0425,0.417,3.0,8.0,0.0
6720,Yoplait,3329770087767,Yaourt brassé et probiotiques nature,65.0,,4.1,4.1,3.2,2.2,4.0,,0.15,0.06,3.0,2.0,0.0
6721,,6111269301518,6111269301518,,,,,,,,,,,,,
6722,,6111249590017,,,,,,,,,,,,,,
6723,,5449000318480,,,,,,,,,,,,,,
6724,Be,6111259346116,Melty,673.0,,18.6000003814697,11.1999998092651,8.92000007629395,3.70000004768372,1.60000002384186,0.300000011920929,,,,,
6725,,3337872411083,,,,,,,,,,,,,,
6726,Nairn's,0612322001698,Marmite & Cheese Oatcaķes,468.451242829828,1960.0,49.9,0.8,21.7,9.2,14.6,7.8,2.1825,0.873,4.0,19.0,1.125
6727,Aldi,4056489787136,Dark Maple Syrup,355.0,,87.0,82.0,0.0,,0.0,,0.01,0.004,,19.0,0.0
6728,,6111180016034,,110.0,,26.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,
6729,Tropicana,3502110004239,Tropicana Pamplemousse rose 1 L,39.0,164.0,7.6,7.6,0.0,0.0,0.5,0.9,0.0,0.0,1.0,3.0,100.0
6730,Lu Mondelez International,3017760595193,Granola Chocolat Noir,498.0,2083.0,60.0,26.0,25.0,14.0,5.7,4.9,1.1,0.44,4.0,26.0,0.0
6731,"Yop, Yoplait",3329770047891,,65.0,,10.4,10.4,0.8,0.5,3.0,0.1,0.12,0.048,4.0,9.0,0.0
6732,Yoplait,3329778164026,Hop parfum framboise,66.0,,10.7,10.5,0.8,0.5,3.0,0.1,0.12,0.048,4.0,9.0,0.0
6733,Heinz,8715700423869,Tomato Ketchup 50% weniger Zucker & Salz,64.0,271.0,12.0,11.0,0.1,0.0,1.4,,0.9,0.36,4.0,5.0,68.15
6734,"Carrefour BIO, Carrefour",3560070370436,8 Pains au lait,357.0,1503.0,53.0,13.0,12.0,1.0,8.7,2.0,1.1,0.44,4.0,12.0,8.1
6735,Carrefour,3245414620131,Pomme,53.0,225.0,12.0,11.0,0.0,0.0,0.0,1.7,0.04,0.016,1.0,-2.0,99.9
6736,La Boulangère,3284230004015,8 Pains au chocolat pur beurre 400g,413.0,1725.0,45.0,15.0,22.0,14.0,6.8,3.8,0.8,0.32,4.0,21.0,0.0
6737,Yoplait,3329778164064,Yop parfum vanille,66.0,278.0,10.6,10.4,0.8,0.5,3.0,,0.12,0.048,4.0,9.0,0.0
6738,"U, U BIO",3256224234555,Lait Demi-écrémé stérilisé UHT,46.0,,4.0,4.0,1.0,1.0,3.0,0.0,0.1,0.04,1.0,0.0,0.0
6739,"Nestlé, Ricore",7613034541239,"RICORE Noir Intense, Café & Chicorée, Boîte 240g",141.0,575.0,7.7,7.7,0.5,0.1,3.0,48.7,0.15,0.06,4.0,5.0,51.5
6740,Les 2 Vaches,3661344961326,LES 2 VACHES YAOURTS BRASSES NATURE 115 G X 4,69.0,,5.2,5.2,3.5,2.4,4.1,,0.15,0.06,3.0,2.0,0.0
6741,Liebig,3036811460266,Velouté de Potiron,29.0,,3.9,1.8,0.8,0.40000000596046,0.4,1.0,0.67,0.268,3.0,2.0,40.5
6742,Entremont,3123937110004,Dégustation Fruité & Gourmand,347.0,1441.0,0.5,0.5,27.0,17.0,26.0,0.0,0.7,0.28,3.0,10.0,0.0
6743,"Compagnie Générale De Conserve, Sultanines",3017800078860,Pois chiches Sultanines 265g,126.0,529.0,17.0,0.8,2.0,0.3,6.8,6.3,0.7,0.28,3.0,-6.0,85.4852562267392
6744,Pierre Martinet,3281780085105,Taboulé au poulet à la ciboulette,171.0,,20.0,3.6,7.2,0.8,5.5,2.3,0.95,0.38,4.0,5.0,41.5625
6745,Rians,3184670007808,La crème brûlée,258.0,1072.0,17.0,16.0,19.0,13.0,3.7,,0.11,0.044,4.0,17.0,0.0
6746,Amora,8711200459995,Amora Vinaigrette Légère Saveur Moutarde,262.0,1099.0,5.9,2.6,26.0,2.0,0.6,0.5,1.7,0.68,4.0,12.0,25.175
6747,Carrefour,3560070778065,Fromage blanc nature,70.0,295.0,3.3,3.3,3.0,1.9,7.5,0.0,0.1,0.04,1.0,-2.0,0.0
6748,Michel et Augustin,3760122961708,"Grand cœur fondant, chocolat noisettes",510.0,2136.0,59.0,40.0,27.0,12.0,6.1,3.9,0.39,0.156,4.0,27.0,7.9
6749,"Marque Repère, Épi d'Or",3564700074633,Tartines craquantes froment,371.0,1570.0,74.0,3.1,2.4,0.4,11.0,5.9,1.1,0.44,3.0,2.0,0.0
6750,U,3256225454945,Thon listao au naturel pêché ligne 140g,118.0,498.0,0.0,0.0,1.5,0.8,26.0,0.0,1.2,0.48,3.0,-1.0,0.0
6751,Bonne Maman,3608580765684,Mousse aux oeufs frais chocolat au lait,294.0,1224.0,20.0,19.0,21.0,12.0,5.7,1.3,0.25,0.1,4.0,19.0,0.0
6752,Céréal Bio,3175681104419,Falafels pois chiches épinards menthe,225.0,939.0,16.0,3.3,13.0,1.6,7.9,6.4,1.0,0.4,3.0,-5.0,81.5
6753,Rocheval,26003511,Eau de source Sainte Cécile ou Cristal Roc,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.04,1.0,0.0,0.0
6754,Carrefour,3270190207924,Brioche Tranchée,340.0,1432.0,52.0,12.0,11.0,2.9,7.9,2.3,0.96,0.384,4.0,13.0,1.25244140625
6755,Lutti,3116740033899,Lutti guimauve chocolat,386.0,1628.0,69.0,61.0,10.0,6.1,5.2,,0.1,0.04,4.0,25.0,0.0
6756,Paysan Breton,3218930156002,Le Lait Ribot,58.0,243.0,4.0,4.0,3.2,2.3,3.3,0.0,0.1,0.04,3.0,3.0,0.0
6757,"Jardin bio, Léa Nature",3760020508593,Lentilles vertes,128.0,538.0,17.0,1.2,1.7,0.2,8.3,5.6,0.7,0.28,3.0,-2.0,32.7
6758,La Fournée Dorée,3587221227609,Chinois crème pâtissière,280.0,1179.0,46.0,19.0,7.6,2.5,6.1,,0.75,0.3,4.0,13.0,2.1
6759,ENVIA,20330675,Mousse fouettée sur fromage blanc nature,132.0,547.0,3.7,3.7,10.4,6.8,6.7,0.0,0.08,0.032,4.0,6.0,0.0
6760,Nestlé,3033710076017,"NESCAFÉ SPECIAL FILTRE L'Original, Café Soluble, Boite de 25 Sticks",,,,,,,,,,,1.0,,0.0
6761,Géramont,3161710000678,Käse Géramont,352.06,,0.5,0.5,32.0,22.0,17.0,,1.38,0.552,3.0,14.0,0.0
6762,Bonduelle,3083681066845,"Purée Délice - Courgettes, Céleri, Brocolis, Pois - Délice Vert",55.0,231.0,5.3,1.7,2.2,1.3,2.2,2.7,0.9,0.36,4.0,0.0,92.3
6763,"Bio Village, Marque Repère",3564707000895,Beurre doux bio 82% mg,744.0,3061.0,0.9,0.9,82.0,57.0,0.7,0.0,0.1,0.04,2.0,20.0,0.0
6764,Bonne Maman,3045320009293,Confiture de figues violettes,242.0,1029.0,59.0,59.0,0.2,0.0,0.5,1.3,0.0,0.0,4.0,18.0,5.0
6765,Cesar Moroni,3181450100599,CHORIZO Doux,498.0,2059.0,3.0,2.5,46.0,18.0,18.0,,3.6,1.44,4.0,33.0,5.5
6766,Bonne Maman,3045320001594,"Bonne Maman - Mirabelle Plum Jam, 370g (13oz)",241.0,,59.0,59.0,0.1,0.0,0.4,1.4,0.0,0.0,4.0,16.0,65.0
6767,Regain,3250391318445,Soja cuisine BIO 20 cl,162.0,665.0,3.1,2.4,15.0,1.8,3.0,0.8,0.2,0.08,4.0,1.0,7.0
6768,Ferrero,80050100,Nutella & GO,264.0,1105.0,32.0,22.7,13.1,4.7,3.8,,0.317,0.1268,4.0,14.0,13.0
6769,Pâturages,3250390010098,Fromage blanc 0% de matière grasse,49.0,207.0,4.7,4.7,0.5,0.1,7.5,0.0,0.1,0.04,3.0,-2.0,0.0
6770,Schweppes,3124480186904,Schweppes zéro Indian Tonic,1.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,4.0,4.0,0.0
6771,"Intermarché, Ivoria",3250390009153,Chocolat noir dessert,533.0,,51.0,47.0,32.0,20.0,6.6,7.5,0.0,0.0,4.0,24.0,0.0
6772,Picard,3270160871223,Curry de lentilles corail et légumes,101.0,424.0,10.0,2.3,3.6,2.3,5.3,3.0,0.38,0.152,3.0,0.0,70.0
6773,"Carrefour BIO, Carrefour",3270190174356,Ratatouille,68.0,284.0,5.3,4.3,4.3,0.6,1.1,2.0,0.57,0.228,3.0,-2.0,96.83
6774,Soy,3259010108047,Seitan en tranches,125.0,511.0,7.1,1.2,1.6,0.4,20.0,1.0,1.0,0.4,4.0,-2.0,13.25
6775,"Knorr, Secret d'Arômes",8712100423147,Knorr Secret d'Arômes Assaisonnement en Poudre Plein Sud UEFA EURO 2024 Tube 145g,232.0,968.0,23.0,19.0,7.4,2.8,16.0,5.8,44.6,17.84,4.0,,16.9
