brands,code,product_name
saint agur savencia,3.28064E+12,saint agur creme
le guerandais,3.44585E+12,sel moulu de guerande
maggi,7.61304E+12,maggi bouillon kub legumes
hacendado,8.48E+12,tomate frito receta artesana
maille,8.7121E+12,maille moutarde fine de dijon loriginale verrine 165g
barilla,8.0768E+12,pates spaghettini ndeg3 500g
delta,5.20104E+12,yaourt grec
barilla mulino bianco,8.07681E+12,gran cereale cioccolato
violife,5.20239E+12,cremeux saveur original
weetabix,5.01003E+12,weetabix organic imp
eat natural,5.0138E+12,crunchy nut bars with peanuts  chocolate
heinz,50457878,classic barbecue
hellmans,8.71811E+12,light mayonnaise
abram lyle  sons,5.01012E+12,lyles golden syrup
hacendado,8.48E+12,cocktail natural
vemondo,4.05649E+12,boisson au soja sucre
nakd,5.06009E+12,raw fruit  nut bars  salted caramel
lidl,4.05649E+12,sussstoff
vemondo,4.05649E+12,barista oat milk  vemondo
happyvore,3.76032E+12,supremes panes vegetaux et gourmands
stockwell  co,5.05755E+12,baked beans
naturya,5.06024E+12,naturya organic cacao powder
nature valley,8.41008E+12,barres proteinees aux chocolat et cranberries sans gluten
sting,8.90208E+12,sting energy
marks  spencer,29210039,seeded sourdough loaf
rugenwalder muhle,4.00041E+12,vegane pommersche schnittlauch
star,6.11118E+12,sauce andalouse star 290 g
extra special asda extra special,5.05478E+12,madagascan dark chocolate
deliciously ella,5.06048E+12,cacao  orange oat bars
nestle cheerios,7.61304E+12,cheerios bio cereale 375g
cocacola,5.00011E+12,pet 50cl coca cola
alter eco,3.70021E+12,hazelnut based chocolate spread
marque repere epi dor,3.5647E+12,10 pains au lait au levain
pulco,3.22536E+12,ble 70cl delices agrumes pulco
william saurin,3.26106E+12,le cassoulet mitonne
la baleine,3.18328E+12,sel fin iode et fluore
mutti,80042532,doppio concentrato di pomodoro
findus,3.59974E+12,colin dalaska msc facon fish  chips
chabrior,3.25039E+12,flocons davoine complete 500g
barilla,8.07681E+12,pesto basilico vegan
barilla,8.07681E+12,penne rigate senza glutine
milbona vemondo,4.05649E+12,bio organic almond drink
heinz,8.7157E+12,ketchup
hacendado,8.48E+12,muesli con frutos secos
barillamulino bianco,8.07681E+12,pan bauletto bianco
bonduelle,3.08368E+12,carottes rapees au citron de sicile
yoplait,3.32977E+12,skyr nature 8x nature
hacendado,8.48E+12,bebida avena calcio
hacendado,8.48E+12,jamon cocido extra
vitalait,6.19151E+12,lait uht demiecreme
the growers harvest tesco,5.05775E+12,soya drink unsweetened
warburtons,5.01004E+12,toastie white bread
vemondo,4.05649E+12,boisson au soja
dr oetker,4.00172E+12,ristorante pizza tonno
hilltop everyday,5.0603E+12,blossom honey
sprite,90418945,sprite
deluxe lidl lidl deluxe,4.05649E+12,british cold pressed rapeseed oil
jacobs,5.00014E+12,cream crackers original
whole earth,5.01367E+12,drizzler super smooth peanut butter
proper,5.06028E+12,proper corn sea salted popcorn
plant menu,4.06146E+12,organic super firm tofu
yutaka,5.01428E+12,white miso
deliciously ella,5.06048E+12,peanut butter oat bar
assylor,6.11125E+12,pain de mie complet
alpro,5.41119E+12,alpro sabor natural con coco
montezumas,5.06072E+12,black forest cherry dark chocolate
gastro mixte,6.11126E+12,pizzarella premium
doritos,3.16893E+12,doritos gout nature
baraani,6.11127E+12,baraani
lu,7.62221E+12,prince   gout lait   choco au ble compet
bonne maman,3.04532E+12,confiture fraises
marie,3.24883E+12,pate a tarte brisee  pur beurre
garden gourmet,7.61304E+12,garden gourmet pave gourmand epinards et fromage 180g
maille,8.7141E+12,maille vinaigrette legere vinaigre de vin rouge  echalotes 36cl
nestle maggi,7.61303E+12,maggi bouillon kub volaille 180g
carrefour bio carrefour,3.27019E+12,moutarde de dijon
amora,8.7112E+12,amora sauce crudites caesar bouteille 380ml
jardin biojardin biologiquelea nature,3.30713E+12,ratatouille a la provencale
la boulangere,3.76005E+12,6 pains suedois 180g
dr oetker ancel,3.01893E+12,bretzels dalsace maxi
marque repere epi dor,3.5647E+12,petits pains grilles ble complet
bjorg,3.22982E+12,coco sans sucres
bio village marque repere,3.56471E+12,lait amande calcium
hacendado,8.48E+12,postre lacteo proteinas natural 0 mg 10 g proteinas
bellarom,20941130,cappucino
hell,5.99988E+12,hell
illy,8.00375E+12,illy classico 100 arabica 250g
gusto,5.94187E+12,maispops
jardin bio jardin bio etic lea nature,3.4563E+12,fourres chocolat
benedicta,3.6606E+12,mayonnaise
milbona,4.05649E+12,high protein joghurterzeugnis  heidelbeere
hellmanns,8.7112E+12,vegan mayo
herta le bon paris,3.15423E+12,herta le bon paris jambon a letouffee x6 255g
lipton,3.16893E+12,ice tea
sainsburys,357937,semi skimmed milk
bear,5.06014E+12,yoyos strawberry multipack 5 x
new york bakery co,5.0183E+12,bakery co 5 the original bagels fresher for longer
tesco,5.00036E+12,balsamic vinegar of modena
tesco,5.05114E+12,dijon mustard
the collective,5.05614E+12,suckies strawberry
proper,5.06028E+12,salt  vinegar lentil chips
tesco,5.05775E+12,mayonnaise
excelo,6.11126E+12,chocup milky
jaouda,6.11124E+12,ghilal
chergui,6.11113E+12,daya mini vani
excelo,6.11125E+12,capri vanille
delicia,6.11116E+12,double concentre de tomate
jaouda,6.11124E+12,lactose free uht milk jaouda
bio  me,5.06085E+12,cocoa  hazelnut gutloving granola
star,6.11118E+12,star sauce salade au basilic
carte dor les essentiels,8.71133E+12,carte dor les essentiels glace creme glacee vanille 700ml
nooco,6.11127E+12,6.11127E+12
bimo,6.11103E+12,golden
nestle nesquik,7.61304E+12,nestle nesquik cereales 450g
cocacola,54491014,coca cola original taste
gavottes,3.43141E+12,crepes dentelle  lauthentique
lotus bakeries lotus,5.41013E+12,lotus gaufre de liege  perles de sucre  315g 7x1p
cereal bio,3.17568E+12,cuisine cappelletti
nestle,3.02329E+12,petit nesquik
lactalis president,3.03222E+12,president burger cheddar emmental 12 tranches 200g
knorr unilever,3.01136E+12,knorr soupe minestrone a lhuile dolive 104g 4 portions
barilla,8.07681E+12,provencale 400g fra
combino,20023218,sauce tomate napolitaine
maille unilever,3.03681E+12,vinaigre de cidre
evian,3.06832E+12,evian 75cl pet
hacendado,8.48E+12,pan 30 avena
lidl maribel,20276515,miel de fleurs cremeux
crownfieldlidl,4.05649E+12,muesli crunchy 0
cote dor mondelez,7.62221E+12,loriginal noir
babybelmini babybel,3.07378E+12,mini babybel original
babybel mini babybel,3.07378E+12,babybel
hacendado,8.48E+12,digestive avena
noel,8.41078E+12,pechuga de pavo al corte
tesco,5.05775E+12,reduced sugar and salt baked beans
hacendado,8.48E+12,picos 100 integrales
tesco,5.03102E+12,extra virgin olive oil
dr oetker,5.00025E+12,baking powder
tesco,5.03102E+12,scottish rough oatcakes
heinz,50157655,chef ketchup
deliciously ella,5.06048E+12,apple  raisin oat bar
bjorg,3.22982E+12,galettes riz chocolat noir
aldicowbelle,4.0886E+12,british unsalted butter
trader giottos,414234,tortilla chips
lidl,4.05649E+12,spreadable west contry butter
lee kum kee,78895126389,premium dark soy sauce
mockingbird,5.06041E+12,raw greens virgin smoothie
nestle,6.22101E+12,cerelac
brioche pasquier,3.18767E+12,pancakes sans conservateurs farine de ble issue de moulins francais
cereal bio,3.25149E+12,croq soja a la provencale
lu,3.01776E+12,prince petit dej
activia danone,3.03349E+12,activia bifidus saveur citron
maille,8.7227E+12,vinaigre balsamique de modene 25 cl
harrys,3.22886E+12,doo wap pepites choco
andros,3.04532E+12,pomme vanille
tramier,3.01723E+12,olives noires confites denoyautees bocal 150g
bridelice,3.15525E+12,ma creme anglaise
fromarsac savencia st moret,3.27277E+12,st moret ligne  plaisir 8  minis
kelloggs,5.05383E+12,special k high protein
st hubertst hubert omega 3,3.36632E+12,matiere grasse
combino,20037154,tomatensauce
yum yum,8.85202E+12,shrimp flavour
bautzner bautzner,4.01286E+12,senf ms
spa,5.41001E+12,spa reine
wasa,7.3004E+12,vollkorn roggen
parmentier,3.01908E+12,sardines huile dolives et piment
volvic,3.05764E+12,eau minerale
amora,8.71052E+12,amora mayonnaise 5 ingredients 235g
lotus,5.41013E+12,lotus biscoff speculoos fourre  creme speculoos  150g
allergo gerble look,6163772,cake fourre saveur fraise
almette,4.00267E+12,almette cu smantan
pringles,5.05399E+12,pringles cascaval
terrys,3.66435E+12,chocolate orange milk
freshona freshona  lidl,20166083,kichererbsen
dr oetker,4.00172E+12,ristorante pizza vegetale
st dalfour,5.01427E+12,strawberry high fruit content spread
pataks,5.01131E+12,tikka masala paste
anitin,8.4231E+12,100 trigo espelta integral
nestle,8.715E+12,sweetened condensed milk
danone,6.11103E+12,bledilait croissance
tesco,5.00012E+12,tesco smooth peanut butter 340g
monte regale,8.00488E+12,monte regale italian spaghetti
cadbury,7.62221E+12,bournville dark chocolate bar
fleury michon,3.30274E+12,le couscous a la marocaine
chergui,6.11113E+12,daya vani sghira
yeo valley,5.03659E+12,kefir
mcvities,5.00017E+12,mcvities rich tea delights
warburtons,5.01004E+12,bakers bloomer
eat real,5.06088E+12,lentil chips
carrefour biocarrefour,3.27019E+12,lait demiecreme sterilise uht
bonne maman,3.60858E+12,confiture fruits rouges intenses
maille,8.7121E+12,vinaigre balsamique
jean herve,3.39039E+12,puree de cacahuetes
paysan breton,3.41229E+12,beurre moule doux
bordeau chesnel savencia,3.02472E+12,rillettes du mans  la veritable
carrefour,3.27019E+12,fromage blanc nature 3
ker cadelac,3.25942E+12,ker cadelac  madeleines original recipe 600g 212oz
st michel,4.0171E+12,la grande galette 1905
lu mondelez,5.41004E+12,grany moelleux fruit des bois
orangina,3.12448E+12,orangina
bonduelle,3.08368E+12,mais sans sucres ajoutes bonduelle 285g
dr oetker ancel,3.02703E+12,sticks et bretzels dalsace
amora unilever,8.71257E+12,amora mayo fouettee 398g
ferrero,8.0005E+12,nutella
gerble,3.17568E+12,moelleux pepites de chocolat
carrefour biocarrefour,3.56007E+12,flocons davoine
sondey,20093709,galettes bretonnes pur beurre
paturages selection intermarche,3.25039E+12,fromage blanc 32 de matiere grasse
vichy,3.66435E+12,230g vichy menthe
vita dor,20615284,omega3
hacendado,8.48E+12,nata cocinar
rapunzel,4.00604E+12,nussnougatcreme
mission,8.71064E+12,wraps au ble nature
danone,3.03349E+12,hipro saveur vanillecookie
saladinettes,20023782,celeri remoulade
alesto,40893532,cashew nuts
hacendado,8.48E+12,feta denominacion de origen protegida
st hubert st hubert omega 3,3.36632E+12,st hubert omega 3 demi sel
hacendado,8.48E+12,bebida de arroz y avellana
brets,3.49792E+12,chips saveur pesto mozzarella
nana nature addicts,3.6092E+12,rice crackers finement sale promotion
bonduelle,3.08368E+12,lunch bowl
fleurs michon,3.30274E+12,blanc de poulet dore au four
heinz,50457656,tomato ketchup less sugar  salt
babybel mini babybel,3.07378E+12,mini original
kelloggs,5.00013E+12,corn flakes 1kg
mondariz,8.41204E+12,agua mineral natural
lindt,3.04692E+12,lindt excellence milk chocolate 100g
sprite,5.449E+12,sprite slim 25cl
tesco finest,5.05775E+12,super nutty granola
yeo valley,5.03659E+12,0 fat vanilla yogurt
penn state,5.03244E+12,baked pretzels original sea salted
kelloggs,5.05932E+12,frosties
asda,5.05478E+12,superseded sliced loaf bread
sainsburys,1162615,red kidney beans in water
kelloggs,5.05932E+12,coco pops
pombear,5.00024E+12,pombear original 6pk
the foodie market,4.0886E+12,walnut halves
chergui,6.11113E+12,jnane
star,6.11118E+12,star mayonaise
le berger,6.11125E+12,ftoury fromage blanc
bol,5.06043E+12,one pot meal coconut lentil turmeric daal
ms food,635684,6 wholemeal pittas
danone,3.03349E+12,skyr a boire gout vanille
harrys harrys ne a chateauroux,3.22886E+12,pain de mie american sandwich nature sans sucres ajoutes 550g
daddy,3.16543E+12,sucre de glace
bjorg,3.22982E+12,flocons davoine 4 graines et raisins
pure via whole earth whole earth sweetener co,3.32976E+12,stevia
mars,40111216,bounty 2x
bjorg,3.22982E+12,bjorg amande vanille
lu pelletier,3.39246E+12,toast brioche
old el paso,8.7272E+12,tortilla de mais et ble
club mateloscher,4.02976E+12,clubmate original
bio villagemarque repere,3.56471E+12,chocolat noir degustation 85 cacao bio
mondelez oreo,7.62221E+12,oreo double creme
alpro,5.41119E+12,mandel vanille geschmack
heinz,87157246,tomato ketchup
italiamolidl,20164041,tomato sauce with basil
maggi,7.61304E+12,fond de veau
sodebo,3.24227E+12,pastabox pates fraiches bolognaise
gullon,8.41038E+12,ronditas 32 chocolate
balconi,80633044,trancetto cacao
alpro danone as,5.41119E+12,high protein soja drink
danone,3.03349E+12,skyr nature
carrefour bio carrefour,3.56007E+12,100 cacao
ferrero,8.0005E+12,ferrero rocher
milbona,20103347,ervas finas
walkers,51000012,walkers supreme prawn cocktail
rowse,5.01127E+12,organic honey
nescafe,8.44529E+12,azera americano
bear bear nibbles,5.06014E+12,bear pure fruit yoyos strawberry 20g
ferrero,8.0005E+12,nutella
kelloggs,5.05932E+12,blueberry wheats
amoy,5.00011E+12,light soy sauce
cadbury,5.03466E+12,bournville cocoa
tesco,5.01837E+12,red kidney beans in water
the foodie market,4.0886E+12,cashew nuts
natural set yogurt,7.6109E+12,onken
harico,3.76026E+12,steaks de pois
itsu,5.06026E+12,miso easy traditional
consumers pride,5.01892E+12,coconut milk
mousline,3.76038E+12,puree
chergui,6.11113E+12,qshd try
lidl,4.05649E+12,tomato lentils
savola morocco,6.11125E+12,afia
stoats,5.06018E+12,4 raspberry  honey porridge oat bars
biocoop,3.76012E+12,noir 70 
le berger,6.11125E+12,cream cheese
mars,5.90095E+12,mars
tartines cuisson,6.11104E+12,magdor
lipton,6.11125E+12,lipton peche ice tea
gerble,3.17568E+12,biscuit chocolat noir
volvic,3.05764E+12,15l citron volvic
saint louis,3.22004E+12,sucre cassonade
panzani,3.03836E+12,bolognaise classique
ww weight watchers,3.76005E+12,pain de mie sans croute complet 330g
panzani,3.03835E+12,ravioli pur boeuf  sans colorant ni conservateur
bjorg,3.22982E+12,fourres vanille bio
haribo,3.10322E+12,chamallow
barilla,8.07681E+12,barilla tagliatelle 500g
dpffdanonedanone produits frais france,3.03349E+12,yaourt le nature
saguaro,20454456,finement petillante
cocacola,5.449E+12,pet 125l coca zero ct sicafe
nestle,3.02329E+12,yaos le yaourt a la grecque stracciatella 125 g
tramier,8.41018E+12,tramier optima 1l
ethiquable,3.76009E+12,haiti grand cru cap haitien 72 cacaote et fruite
carrefourcarrefour classic,3.24541E+12,pesto verde
pecheries basques,3.76E+12,brandade de morue parmentiere 2 personnes
barilla,8.07681E+12,barilla sauce tomates cuisinees 400g
jardin bio lea nature,3.4563E+12,pur beurre de cacahuete crunchy
sondey,20146092,knusper schnitte
mulino bianco,8.07681E+12,pan bauletto integrale
pasquier,3.25655E+12,briochettes
de cecco,8.00125E+12,spaghetti ndeg 12
harrys,3.22886E+12,harrys pain de mie extra moelleux complet sans sucres ajoutes 280g
ifri,6.13009E+12,eau minerale ifri
barilla mulino bianco,8.07681E+12,gran cereale frutta
ferreronutella,5.02041E+12,nutella
nestle nat,8.44529E+12,crousti fondant choconoisettes
pip  nut,5.06037E+12,smooth peanut butter
jordans,5.01048E+12,jordans country crisp
fleury michon,3.30274E+12,aiguillettes de poulet roti
cathedral city,5.0003E+12,extra mature cheddar cheese
cathedral city,5.0003E+12,extra mature cheddar
leerdammer,8.7218E+12,light
miko walls,8.7141E+12,swedish glace dairyfree smooth vanilla
knorr,8.7227E+12,chicken stock pot 4 x
crownfield,20511371,bitesize wheat shreds
meridian,5.06013E+12,smooth almond butter
bens original,3.4874E+12,riz aux champignons de paris
heinz,5.00016E+12,heinz baked beans no added sugar in tomato sauce
herta tresor de grand mere,3.15423E+12,herta tresor de grand mere pate feuilletee pur beurre 280g
bisto,5.00035E+12,gravy granules
biotiful dairy ltd,5.06034E+12,kefir drink
frieslandcampina,8.7162E+12,purisima
strings and things,5.00019E+12,cheesestrings
rowse,5.01127E+12,light  mild honey
kallo,5.01367E+12,milk chocolate rice cakes imp
asda,5.05717E+12,ugandan dark chocolate
belmont biscuits,4.0886E+12,shortbread fingers
bertinet bakery,5.06015E+12,seven seeds and grains sourdough
leka cream,6.1112E+12,chocolat
carlotti,6.11125E+12,chocolat noir aux pepites
petit navire,3.01908E+12,thon entier au nature
lu,7.6223E+12,cracotte fibres
grand fermage,3.3546E+12,beurre plaquette aop doux
bjorg,3.22982E+12,granola fruits rouges
william saurin,3.26106E+12,le cassoulet mitonne
malo,3.27869E+12,empresure chocolat intense
paturages,3.25039E+12,lait demiecreme
volvic,3.05764E+12,infusion touche dhibiscus
marque repere jafaden,3.5647E+12,jafaden
suzi wan,4.00236E+12,crema di cocco
incarlopsa,8.42138E+12,jamon serrano
marque repere tablier blanc,3.5647E+12,cassonade pure canne
bahlsenleibniz,4.0171E+12,butterkekse
casa tarradellas,8.48E+12,fuet espetec extra
taureau aile,3.03836E+12,rice basmati
nestle,7.61304E+12,arome loriginal
bumble bee foods,5.4256E+12,coconut oil
st hubert st hubert omega 3,3.36632E+12,st hubert omega 3 255 g demi sel
alesto,20054793,peanuts roasted  salted
piatnica,5.90053E+12,serek wiejski
gullon,8.41038E+12,cuor di cereale cioccolato
layslays,3.16893E+12,chips paysanne nature
whole earth,5.01184E+12,smooth peanut butter imp
u,12562213,petits pains grilles au froment
