,brands,code,product_name,energy-kcal_value,energy-kj_value,carbohydrates_value,sugars_value,fat_value,saturated-fat_value,proteins_value,salt_value,sodium_value,nova-group,nutrition-score-fr,fruits-vegetables-nuts-estimate-from-ingredients_100g,sugar_to_carb_ratio,calorie_category,sugar_category,is_ultra_processed
9839,monini,80053835,olivenol,828.0,3404.0,0.0,0.0,92.0,14.0,0.0,0.0,0.0,2.0,0.0,100.0,,High,Low Sugar,No
9840,brioches fonteneau,3279840006290,pains au lait,362.0,1514.608,56.0,13.0,12.0,1.4,9.4,1.0,0.4,4.0,12.0,0.0,0.23214285714285715,High,Moderate Sugar,Yes
9841,cachet,5412956214069,chocolat noir uganda,583.0,2439.272,25.0,19.0,48.0,29.0,8.6,0.01,0.004,4.0,22.0,0.0,0.76,High,High Sugar,Yes
9842,goldoni annibale prosciutti srlparma,20622930,parma ham slices,249.0,1041.816,0.5,0.0,15.0,5.0,28.0,4.9175,1.967,3.0,27.0,0.0,0.0,Moderate,Low Sugar,No
9843,snacks of the world,8711299020540,wasabi peanuts,442.0,1860.0,67.2,20.6,14.7,3.4,9.1,1.3,0.52,4.0,16.0,32.3166666666667,0.30654761904761907,High,High Sugar,Yes
9844,u,3256227750625,sauce pesto verde bocal de 190g,342.0,1412.0,4.3,1.7,34.0,5.2,4.8,1.5,0.6,4.0,15.0,50.25,0.3953488372093023,High,Low Sugar,Yes
9845,nestle nestle dessert,7613287596413,nestle dessert pate a tartiner 590g,544.0,2271.0,53.0,52.0,33.0,5.9,6.5,0.13,0.052,4.0,26.0,34.75,0.9811320754716981,High,High Sugar,Yes
9846,liebig,3036811366926,liebig legumes et kiri,51.0,213.0,5.8,1.5,2.5,1.6,0.8,0.68,0.272,4.0,3.0,44.5647058823529,0.25862068965517243,Low,Low Sugar,Yes
9847,hacendado,8480000341457,pipas fritas peladas,665.0,2747.0,3.6,3.1,61.0,6.3,22.0,1.4,0.56,3.0,3.0,0.0,0.8611111111111112,High,Low Sugar,No
9848,alter eco,3700214618998,chocolat 100 republique dominicaine,657.0,2709.0,12.0,0.5,60.0,36.0,9.7,0.01,0.004,3.0,13.0,0.0,0.041666666666666664,High,Low Sugar,No
9849,lidl saveurs de nos regions,4056489194859,veritable cassoulet de castelnaudary,151.0,631.784,10.0,0.0,7.6,2.6,11.0,0.82,0.328,4.0,3.0,3.3092307692308,0.0,Moderate,Low Sugar,Yes
9850,nissin,8712429361106,demae ramen spicy,91.0,381.0,11.1,0.6,4.1,2.0,1.9,1.0,0.4,4.0,6.0,1.14716796875,0.05405405405405406,Low,Low Sugar,Yes
9851,mc cain,3256830002951,la noisette,183.0,765.672,25.0,0.2,7.4,1.0,2.7,0.55,0.22,4.0,3.0,0.0,0.008,Moderate,Low Sugar,Yes
9853,borovets,3800102702010,tunkvana vafla s kakaova glazura,482.0,2016.688,63.0,38.0,23.0,12.0,3.7,0.07,0.028,4.0,27.0,3.04601648351649,0.6031746031746031,High,High Sugar,Yes
9854,eat natural,50663811,fruit  nut bar dark chocolate,215.0,893.0,23.6,15.9,11.7,8.0,2.0,0.01,0.004,4.0,11.0,51.0,0.673728813559322,Moderate,High Sugar,Yes
9855,zywiec zdroj,5900541000000,niegazowany,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,Low,Low Sugar,No
9856,amora,8720182256645,amora moutarde fine  forte flacon souple 460g,145.0,606.0,2.7,2.0,10.0,0.7,7.7,4.9,1.96,4.0,20.0,0.0,0.7407407407407407,Moderate,Low Sugar,Yes
9857,regain,3250392868680,sucre de fleur de coco bio,382.0,1617.0,93.195,86.15,0.25,0.105,1.468,0.44,0.176,2.0,21.0,0.0,0.9244058157626484,High,High Sugar,No
9858,carrefour,5400101076556,carrefour sensation kefir lait demiecreme fermente,45.0,187.0,3.9,3.9,1.6,1.1,3.6,0.12,0.048,3.0,0.0,0.0,1.0,Low,Low Sugar,No
9859,picard,3270160865826,saumon duo de guinoa et orge puree aux legumes verts sauce vierge a la framboise,152.0,634.0,8.2,1.4,9.1,2.0,8.1,0.72,0.288,4.0,2.0,30.8,0.17073170731707318,Moderate,Low Sugar,Yes
9860,lu mondelez,7622201680534,guet apens,513.0,2143.0,59.0,32.0,28.0,11.0,5.1,0.27,0.108,4.0,25.0,6.625,0.5423728813559322,High,High Sugar,Yes
9861,lavazza,8000070020580,qualita oro,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,1.0,0.0,0.0,,Low,Low Sugar,No
9862,zuzu,5941355006550,zuzu iaurt 3 140 g,59.0,246.856,4.5,4.5,3.0,2.0,3.4,0.1,0.04,1.0,1.0,0.0,1.0,Low,Low Sugar,No
9863,fleury michon,3302740068027,le moelleux,113.0,473.0,11.0,2.6,4.6,0.4,6.8,1.6,0.64,4.0,6.0,5.18601190476191,0.23636363636363636,Moderate,Low Sugar,Yes
9865,carrefour,3560071261788,chips paysanne nature,541.0,2255.0,51.0,0.5,34.0,2.8,5.4,1.1,0.44,3.0,11.0,0.0,0.00980392156862745,High,Low Sugar,No
9866,calve,8711200431571,pindakaas stukjes pinda,646.666666666667,2721.0,22.6666666666667,10.0,54.6666666666667,7.33333333333333,19.3333333333333,0.0,0.0,4.0,-6.0,88.3888888888889,0.44117647058823467,High,Moderate Sugar,Yes
9868,eat real,5026489490892,veggie straws  with kale tomato  spinach,540.0,2256.0,60.5,1.1,31.3,2.5,2.9,1.4,0.56,3.0,14.0,12.2136363636364,0.018181818181818184,High,Low Sugar,No
9869,mercadona,8480000213365,yogurt bifidus natural,158.0,657.0,9.1,8.8,10.3,5.5,6.0,0.12,0.048,4.0,6.0,2.51546963778409,0.9670329670329672,Moderate,Moderate Sugar,Yes
9870,ethiquable,3760278863857,gianduja noir eclats de noisettes,586.0,2451.824,37.0,32.0,44.0,14.0,9.2,0.03,0.012,4.0,25.0,31.0,0.8648648648648649,High,High Sugar,Yes
9871,tuong ot sriracha,24463061163,sriracha hot chili sauce,80.06692160611854,335.0,16.0,9.0,0.5,0.0,2.0,3.75,1.5,4.0,15.0,86.83,0.5625,Low,Moderate Sugar,Yes
9872,guylian,5410976140122,belgian chocolate guylian seashells,61.1854684416,255.9999999596544,5.3,5.2,4.0,1.6,0.9,0.015,0.006,4.0,29.0,23.0,0.9811320754716982,Low,Moderate Sugar,Yes
9873,cocacola,6130003000029,kwk kwl 1 ltr,42.0,175.728,10.6,10.6,0.0,0.0,0.0,0.01,0.004,4.0,10.0,0.0,1.0,Low,Moderate Sugar,Yes
9874,primadonna,20507664,olive oil,822.0,3442.0,0.0,0.0,91.3,13.7,0.0,0.0,0.0,2.0,0.0,100.0,,High,Low Sugar,No
9875,brillante,8410184040730,sabroz arroz basmati,131.2,693.0,26.08,0.0,1.76,0.24,3.12,700.0,280.0,4.0,3.0,0.0,0.0,Moderate,Low Sugar,Yes
9876,lete,8008627000399,acqua minerale,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,Low,Low Sugar,No
9877,bonne maman,3178530420395,la madelein coeur chocolat,420.0,1757.28,53.0,29.0,22.0,8.2,5.0999999046326,0.7,0.28,4.0,24.0,1.5,0.5471698113207547,High,High Sugar,Yes
9878,milbona,20064440,cream cheese spread,222.0,928.848,3.0,3.0,20.5,15.0,6.1,0.35,0.14,4.0,11.0,0.0,1.0,Moderate,Low Sugar,Yes
9879,coca cola,5000112519945,cocacola zero,0.2,0.9,0.0,0.0,0.0,0.0,0.0,0.02,0.008,4.0,4.0,0.0,,Low,Low Sugar,Yes
9880,la minut mustar de masa,5941486008737,mustar de masa,97.0,405.848,9.0,4.0,5.0,0.0,4.0,2.0,0.8,4.0,11.0,0.0,0.4444444444444444,Low,Low Sugar,Yes
9881,marque repere douceur du verger,3564706683938,confiture de fraises,247.0,1033.448,61.0,57.0,0.5,0.1,0.5,0.02,0.008,4.0,18.0,28.125,0.9344262295081968,Moderate,High Sugar,Yes
9882,marque repere couleurs vives,3564706561885,amandes grillees,633.0,2620.0,5.1,4.3,53.0,4.1,28.0,0.01,0.004,1.0,-10.0,100.0,0.8431372549019608,High,Low Sugar,No
9883,panzani,3038359011412,pz sce tom cuis nat 425g f12,58.0,244.0,7.9,6.3,2.0,0.3,1.5,0.89,0.356,4.0,0.0,144.5,0.7974683544303797,Low,Moderate Sugar,Yes
9884,alesto,4056489405740,pistachios roasted  salted,605.0,2507.0,10.3,5.6,49.2,6.3,26.5,1.78,0.712,3.0,6.0,98.2,0.5436893203883495,High,Moderate Sugar,No
9885,lidl saveurs de nos regions,4056489678151,6 galettes bretonnes ble noir,165.0,697.0,30.0,0.5,1.6,0.4,5.8,1.2,0.48,3.0,4.0,0.0,0.016666666666666666,Moderate,Low Sugar,No
9886,italiamo,20482343,novellini,461.0,1928.824,72.5,21.3,15.6,1.5,6.7,0.52,0.208,4.0,14.0,0.0,0.29379310344827586,High,High Sugar,Yes
9887,hacendado,8480000336415,nachos texmex,514.0,2151.0,57.0,2.6,28.0,3.5,5.4,1.0,0.4,4.0,10.0,0.0,0.0456140350877193,High,Low Sugar,Yes
9888,kif,6194002510064,biscuit fourre a la creme gout chocolat,102.0,426.768,12.62,5.03,5.0,2.37,1.4,66.675,26.67,4.0,21.0,0.0,0.3985736925515056,Moderate,Moderate Sugar,Yes
9889,brets,3497917000075,chips les natures craquantes,540.0,2259.36,50.0,0.5,34.0,2.7,6.1,0.6,0.24,3.0,6.0,0.0,0.01,High,Low Sugar,No
9890,2keep,8719979201593,all natural nut bar,518.0,2167.312,37.0,36.0,32.0,4.0,16.0,0.0,0.0,4.0,14.0,69.9691358024691,0.972972972972973,High,High Sugar,Yes
9891,siggis,3023290069462,skyr  cereales,93.0,389.112,9.0,8.5,2.3,1.4,9.0,0.1,0.04,4.0,1.0,0.337500000000002,0.9444444444444444,Low,Moderate Sugar,Yes
9892,lidl alesto,4056489362043,dattes deglet nour,283.0,1200.0,64.7,64.7,0.4,0.1,1.8,0.1,0.04,1.0,9.0,100.0,1.0,High,High Sugar,No
9893,quaker oats,30000010204,old fashioned,48.75,203.97,8.775,0.325,0.975,0.163,1.625,0.0,0.0,1.0,-5.0,0.0,0.037037037037037035,Low,Low Sugar,No
9894,pikok,20690069,piratki filet z kurczaka,104.0,435.136,1.7,1.6,1.0,0.3,22.0,1.8675,0.747,4.0,3.0,0.0,0.9411764705882354,Moderate,Low Sugar,Yes
9895,baresa,20285685,tomato purre,98.0,371.0,15.7,13.2,0.5,0.0,4.7,0.5,0.2,3.0,-1.0,99.0,0.8407643312101911,Low,Moderate Sugar,No
9896,reinert,4006229006447,martinel pate,319.0,1334.696,1.0,0.5,30.0,12.8,11.0,1.77,0.708,4.0,21.0,0.0,0.5,High,Low Sugar,Yes
9897,ricola,7610700015483,50g ricola cassis,237.0,989.0,97.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,0.3,0.0,Moderate,Low Sugar,Yes
9898,sainsburys,1771879,swiss style muesli,168.0,702.912,29.5,6.6,2.6,0.4,5.0,0.01,0.004,4.0,-1.0,18.0,0.22372881355932203,Moderate,Moderate Sugar,Yes
9899,oatly,7394376614552,chocolate oat drink,153.0,640.152,25.0,18.8,3.8,0.5,3.0,0.16,0.064,4.0,11.0,0.5,0.752,Moderate,High Sugar,Yes
9900,gullon,8410376013672,peak cocktail crackers,465.0,1945.56,64.0,9.0,20.0,2.0,6.0,2.5,1.0,4.0,20.0,0.0,0.140625,High,Moderate Sugar,Yes
9901,elmlea,8719200208100,100 per cent plant alternative to dairy double cream,292.0,1221.728,2.3,1.3,31.0,22.0,0.6,0.1075,0.043,4.0,13.0,0.275,0.5652173913043479,High,Low Sugar,Yes
9902,nestle nescafe,5011546415499,nescafe original,21.0,88.092,3.45,2.6,0.5,0.45,0.45,0.07,0.028,1.0,7.0,0.0,0.7536231884057971,Low,Low Sugar,No
9903,quorn,5019503025842,24 crispy nuggets,145.0,607.0,13.0,1.5,6.4,0.6,7.2,0.9,0.36,4.0,2.0,5.90277777777778,0.11538461538461539,Moderate,Low Sugar,Yes
9904,gullon,8410376052596,gluten free oats orange,455.0,1903.72,67.0,16.0,17.0,1.5,5.0,1.95,0.78,4.0,15.0,5.0,0.23880597014925373,High,High Sugar,Yes
9905,les danone du monde,3033491916502,skyr citron,74.0,309.616,9.6,9.0,0.1,0.1,8.7,0.08,0.032,4.0,-1.0,2.0,0.9375,Low,Moderate Sugar,Yes
9906,unilever,5000184631590,marmite,250.0,1046.0,24.0,1.0,0.5,0.5,39.0,9.8,3.92,4.0,22.0,4.9,0.041666666666666664,Moderate,Low Sugar,Yes
9907,pilgrims choice,5000165375161,extra mature cheddar,416.0,1740.544,0.1,0.1,34.9,21.7,25.4,1.77,0.708,3.0,16.0,0.0,1.0,High,Low Sugar,No
9908,yeo valley,5036589254232,yeo kefir raspberry,79.0,330.536,11.3,9.8,1.9,1.2,4.2,0.12,0.048,4.0,10.0,7.5,0.8672566371681416,Low,Moderate Sugar,Yes
9909,sacla,8001060042308,pesto alla genovese,397.0,1638.0,12.0,8.6,37.0,4.8,3.0,3.0,1.2,4.0,23.0,42.9064393939394,0.7166666666666667,High,Moderate Sugar,Yes
9910,quaker oats,30000012000,quick 1minute oats,150.0,627.6,27.0,1.0,3.0,0.5,5.0,0.01,0.004,1.0,-4.0,0.0,0.037037037037037035,Moderate,Low Sugar,No
9911,colmans,8714100536209,horseradish sauce,105.0,443.0,8.6,6.8,6.5,0.6,1.3,1.3,0.52,4.0,8.0,48.0,0.7906976744186046,Moderate,Moderate Sugar,Yes
9912,jamie oliver,5030101024679,ultimate black daal,130.0,546.0,13.0,1.5,4.9,1.1,6.8,0.73,0.292,4.0,1.0,65.0544419642857,0.11538461538461539,Moderate,Low Sugar,Yes
9913,morrisons,5010251750611,mighty malties,147.2,615.8847999999999,29.2,4.4,0.72,0.12,4.0,0.1075,0.043,4.0,-1.0,0.0,0.15068493150684933,Moderate,Low Sugar,Yes
9914,nestle,3023290025338,lindahls kvarg stracciatella with chocolate pieces,59.0,246.856,3.4,3.2,0.6,0.2,10.0,0.0975,0.039,4.0,-4.0,0.25,0.9411764705882354,Low,Low Sugar,Yes
9915,suzi wan,4002359017940,suzi wan sauce soja sucree,249.0,1041.816,57.0,1.0,0.5,0.1,4.1,0.34,0.136,3.0,10.5,2.734375,0.017543859649122806,Moderate,Low Sugar,No
9916,auchan,3596710509980,petits pains grilles complet sans sucres ajoutes,389.0,1641.0,68.0,2.8,5.5,0.5,13.0,1.3,0.52,4.0,0.0,10.9375,0.041176470588235294,High,Low Sugar,Yes
9917,tesco,5051399536071,tropical fruits granola,429.0,1787.0,65.9,17.1,12.5,3.0,9.7,0.03,0.012,4.0,8.0,26.55,0.25948406676783003,High,High Sugar,Yes
9918,bjorg,3229820802381,le croustillant chocolat noir  fruits rouges,434.0,1815.856,62.0,14.0,14.0,3.1,10.0,0.5,0.2,4.0,8.0,0.0,0.22580645161290322,High,Moderate Sugar,Yes
9919,hacendado,8480000600097,cocktail tostado ahumado,598.0,2477.0,16.0,5.8,47.2,39.4,22.8,1.5,0.6,4.0,20.0,88.8888888888889,0.3625,High,Moderate Sugar,Yes
9920,walkers,200003087,,522.0,2177.0,53.0,0.4,31.0,2.5,6.4,0.67,0.268,3.0,7.0,6.4175,0.007547169811320755,High,Low Sugar,No
9921,tesco,5051140449377,parmigiano reggiano,402.0,1671.0,0.0,0.0,29.7,19.6,32.4,1.63,0.652,3.0,15.0,0.0,,High,Low Sugar,No
9922,aldimoser roth,4088600201832,organic peruvian 70 cocoa dark chocolate,584.0,2443.456,35.0,28.0,43.0,26.0,9.1,0.05,0.02,4.0,20.0,0.0,0.8,High,High Sugar,Yes
9923,vermondo,4056489476665,tortilla wraps carrot,290.0,1224.0,48.0,3.0,4.9,1.4,10.0,0.7,0.28,4.0,0.0,35.0136363636364,0.0625,High,Low Sugar,Yes
9924,findus,3599741006787,croustiexpress la classique,257.0,1075.288,28.0,0.5,13.0,1.0,4.0,0.1,0.04,4.0,-1.0,0.0,0.017857142857142856,High,Low Sugar,Yes
9925,richmond,5000342000459,8 meat free sausages,148.0,619.232,12.0,0.5,6.0,4.4,8.7,1.5,0.6,4.0,8.0,0.01220703125,0.041666666666666664,Moderate,Low Sugar,Yes
9926,bodymass,8718836396663,protein cookie,344.0,1439.296,47.0,4.0,10.0,2.6,25.0,0.7,0.28,4.0,3.0,0.0,0.0851063829787234,High,Low Sugar,Yes
9927,gateau,8410087143538,dulcesol snack cacao,531.0,2221.704,63.0,44.0,29.0,13.0,3.9,0.1,0.04,4.0,28.0,0.0,0.6984126984126984,High,High Sugar,Yes
9928,kind,602652171864,oats  honey granola with toasted coconut,110.1,460.6584,21.0,5.01,2.499,0.999,2.001,0.0375,0.015,3.0,7.0,0.707226562500004,0.23857142857142857,Moderate,Moderate Sugar,No
9929,nandos,6003770009178,nandos sweet chilli jam medium,137.0,574.0,32.0,27.0,0.3,0.0,0.6,1.3,0.52,4.0,13.0,50.9330208333333,0.84375,Moderate,High Sugar,Yes
9930,muller,5017600519370,salted british butter,744.0,3112.896,0.6,0.6,82.2,54.0,0.6,1.7,0.68,2.0,28.0,0.0,1.0,High,Low Sugar,No
9931,appletiser cocacola,6001048000902,100 sparkling apple juice,47.0,197.0,11.0,10.5,0.0,0.0,0.0,0.06,0.024,4.0,8.0,75.0,0.9545454545454546,Low,Moderate Sugar,Yes
9932,harvest morn,4088600169873,tropical fruits granola,431.0,1814.0,65.3,19.1,13.0,4.4,10.0,0.03,0.012,4.0,10.0,14.7552083333333,0.29249617151607965,High,High Sugar,Yes
9933,calve,8720182127426,beurre de cacahuetes,664.0,2778.176,11.0,6.4,58.0,8.5,21.0,0.55,0.22,4.0,-5.0,94.7708333333333,0.5818181818181819,High,Moderate Sugar,Yes
9934,batchelors,5000232901286,batchelors marrowfat bigga peas,86.0,359.824,11.8,1.7,0.6,0.1,5.6,0.5,0.2,4.0,-1.0,28.735632183908,0.14406779661016947,Low,Low Sugar,Yes
9935,lindt lindt  sprungli lindor,8003340090276,lindor assorted chocolate truffles box,631.0,2616.0,41.0,40.0,49.0,35.0,4.8,0.14,0.056,4.0,28.0,11.71875,0.975609756097561,High,High Sugar,Yes
9936,walkers,51000062,salt  shake potato crisps,533.0,2230.072,52.2,0.4,32.3,2.6,6.2,0.0,0.0,3.0,6.0,6.25,0.007662835249042145,High,Low Sugar,No
9937,merchant gourmet,5018095011431,persianstyle quinona amp lentils,176.0,743.0,29.0,4.6,2.8,0.8,6.7,0.55,0.22,4.0,5.0,33.74345703125,0.1586206896551724,Moderate,Low Sugar,Yes
9938,barilla mulino bianco,8076809581202,crema pan di stelle,533.0,2230.072,53.1,51.0,31.2,5.3,7.3,0.0002825,0.000113,4.0,25.0,-0.0014906819661457,0.9604519774011299,High,High Sugar,Yes
9939,carrefour bio carrefour,3560071413750,noir 80 cacao equateur,577.0,2391.0,27.0,21.0,44.0,27.0,11.0,0.0,0.0,3.0,18.0,0.0,0.7777777777777778,High,High Sugar,No
9940,kallo,5013665101598,organic mushroom stock cubes imp,7.0,28.0,0.5,0.1,0.5,0.3,0.1,0.9,0.36,3.0,4.0,7.71789772727273,0.2,Low,Low Sugar,No
9941,aleyna,5025820000769,roasted red peppers in brine and vinegar,29.0,121.0,6.0,3.4,0.3,0.1,0.0,1.18,0.472,3.0,3.0,75.0,0.5666666666666667,Low,Low Sugar,No
9943,bjorg,3229820803906,crousti petales chocolat noir bio,416.0,1740.544,71.0,12.0,8.3,4.3,10.0,0.55,0.22,3.0,9.0,0.0,0.16901408450704225,High,Moderate Sugar,No
9944,dorset cereals,5018357803842,pecanalmond muesli crunch,459.0,1920.456,52.1,10.3,20.3,3.4,13.2,0.08,0.032,4.0,6.0,13.8541666666667,0.1976967370441459,High,Moderate Sugar,Yes
9945,tria,6111012100511,tria couscous moyen,354.0,1481.136,72.0,1.0,9.0,0.0,12.0,0.0,0.0,1.0,0.0,0.0,0.013888888888888888,High,Low Sugar,No
9947,aldi,4088600179148,reduced fat coconut milk,63.0,263.592,1.3,0.4,6.0,5.5,0.7,0.06,0.024,4.0,10.0,25.0,0.3076923076923077,Low,Low Sugar,Yes
9948,like meat,4260380665015,like chicken,104.0,435.0,1.1,0.0,1.7,0.2,18.0,1.8,0.72,4.0,-1.0,0.0,0.0,Moderate,Low Sugar,Yes
9949,herta,3154230811763,herta bacon csn 10t,110.1,464.3,0.0,0.0,2.9,1.0,21.0,2.242,0.8968,4.0,12.0,0.0,,Moderate,Low Sugar,Yes
9950,lidl,20803360,wholegrain rice with quinoa,154.0,644.336,26.9,0.1,2.9,0.7,3.8,1.25,0.5,4.0,9.0,2.5,0.003717472118959108,Moderate,Low Sugar,Yes
9951,kp,5000237124673,salt and vinegar flavour peanuts,615.0,2550.0,7.4,5.5,50.0,7.9,29.0,1.18,0.472,4.0,4.0,86.74,0.7432432432432432,High,Moderate Sugar,Yes
9952,milbona,4056489406839,budino proteico cioccolato xxl,76.0,321.0,5.2,4.0,1.5,1.0,10.0,0.12,0.048,4.0,-3.0,0.0,0.7692307692307692,Low,Low Sugar,Yes
9953,tesco,5000119002297,sage  onion stuffing mix,137.0,573.208,28.5,0.8,0.5,0.1,3.5,1.0125,0.405,3.0,5.0,16.0,0.028070175438596492,Moderate,Low Sugar,No
9954,waitrose,5000169119990,coconut milk,348.0,1456.0320000000002,4.7,2.8,36.1,33.0,0.5,0.235,0.094,4.0,19.0,60.0,0.5957446808510638,High,Low Sugar,Yes
9955,kelloggs,5059319025681,special classic maxi,392.0,1600.0,84.0,15.0,1.3,0.3,8.0,0.84,0.336,3.0,9.0,0.0,0.17857142857142858,High,Moderate Sugar,No
9956,nairns,612322001063,coconut  chia oat biscuits imp,450.0,1882.8,60.3,12.4,17.2,7.0,8.9,0.9,0.36,4.0,13.0,2.0,0.20563847429519072,High,Moderate Sugar,Yes
9957,halta,8004172000297,halta,302.0,1263.568,12.0,11.0,27.9,26.5,0.6,0.1,0.04,4.0,5.0,0.0,0.9166666666666666,High,Moderate Sugar,Yes
9958,milbona,4056489035367,,121.0,506.264,3.2,3.2,10.0,6.6,4.6,0.1,0.04,3.5,6.0,0.0,1.0,Moderate,Low Sugar,No
9959,belbake,20448554,strong wholemeal bread flour,344.0,1456.0,63.9,2.1,2.2,0.3,12.7,0.01,0.004,1.0,-6.0,0.0,0.03286384976525822,High,Low Sugar,No
9960,tesco,5059697769313,fruit muesli,344.0,1455.0,66.9,28.8,3.4,0.7,7.8,0.03,0.012,3.0,3.0,99.1050347222222,0.43049327354260086,High,High Sugar,No
9961,hacendado,8480000603296,jamon cocido,101.338432122371,424.0,0.9,0.9,2.5,0.5,18.6,0.0,0.0,4.0,-1.0,0.0,1.0,Moderate,Low Sugar,Yes
9962,post consumer brands post,884912180599,shredded wheatn bran,210.0,878.64,49.02,0.0,1.5,0.0,7.02,0.0,0.0,1.0,-5.0,0.0,0.0,Moderate,Low Sugar,No
9963,lidl,4056489467588,red kidney beans in water,79.0,331.0,13.0,0.5,0.6,0.1,7.5,0.02,0.008,4.0,-6.0,80.0,0.038461538461538464,Low,Low Sugar,Yes
9964,sainsburys taste the difference,356251,superseed soft suite farmhouse,303.0,1267.752,37.9,3.1,10.3,1.2,11.9,0.875,0.35,4.0,1.0,1.09375,0.08179419525065963,High,Low Sugar,Yes
9965,birds eye,5000116123902,chicken dippers,259.0,1083.656,22.0,0.7,13.0,1.5,13.0,0.935,0.374,4.0,3.0,15.6904761904762,0.031818181818181815,High,Low Sugar,Yes
9966,nevills,5057753912857,white tortilla wraps,175.0,732.0,32.1,2.1,2.7000000011,1.3,4.7,0.6,0.24,4.0,7.0,0.0,0.06542056074766354,Moderate,Low Sugar,Yes
9967,baxters,5012427072206,baxters vegetarian lentil and vegetable soup,42.0,175.728,7.3,2.1,0.2,0.0,2.0,0.63,0.252,3.0,2.0,47.555,0.28767123287671237,Low,Low Sugar,No
9968,trapa,8410679234019,85 cacao collection,542.0,2267.728,22.0,16.0,43.0,27.0,11.0,0.06,0.024,4.0,20.0,0.0,0.7272727272727273,High,High Sugar,Yes
9969,lidl,4056489439301,brown sauce,89.0,372.0,21.2,15.0,0.1,0.1,0.6,1.15,0.46,4.0,10.0,0.568831594366777,0.7075471698113208,Low,Moderate Sugar,Yes
9970,stokes,5060092690355,garlic mayo,655.0,2740.52,2.8,2.0,70.3,5.5,2.2,1.7,0.68,3.0,13.0,69.9,0.7142857142857143,High,Low Sugar,No
9971,waitrose,5000169410752,rye  wheat sourdough,221.0,937.0,44.8,2.8,1.0,0.2,5.9,0.51,0.204,3.0,0.0,0.0,0.0625,Moderate,Low Sugar,No
9972,tesco,5000436449515,organic butter,745.0,3059.0,0.6,0.6,82.2,51.5,0.6,1.5,0.6,2.0,26.0,0.0,1.0,High,Low Sugar,No
9973,lays,8901491101837,lays classics salted 20rs,554.0,2317.936,51.7,2.6,35.5,14.0,7.0,0.51,0.204,3.0,18.0,0.0,0.05029013539651837,High,Low Sugar,No
9975,vemondo,4056489484226,snack balls figues graines de chia noix,338.0,1414.0,69.0,30.0,8.8,1.0,6.2,0.03,0.012,4.0,5.0,88.5,0.43478260869565216,High,High Sugar,Yes
9976,fage,689544083016,total 0 milkfat,90.0,376.56,5.0,5.0,0.0,0.0,18.0,0.1625,0.065,1.0,-4.0,0.0,1.0,Low,Moderate Sugar,No
9978,thecoconutcollab,5060426812583,raspberry coconut yog,92.0,384.928,11.0,6.3,4.7,4.0,0.7,0.07,0.028,4.0,0.0,85.0,0.5727272727272728,Low,Moderate Sugar,Yes
9979,tre marie,8002190006765,ancora uno frolla con cioccolato in pezzi,485.0,2029.24,67.3,30.0,20.5,7.0,6.2,0.4925,0.197,4.0,22.0,0.801874999999995,0.4457652303120357,High,High Sugar,Yes
9980,bimo,6111031004685,merendina double choco 36g,409.0,1711.256,54.0,40.0,20.0,12.0,4.4,0.63,0.252,4.0,29.0,0.0,0.7407407407407407,High,High Sugar,Yes
9981,marks  spencer,29306480,granola high protein peanut  oat,440.0,1840.96,42.2,4.5,18.0,2.3,23.9,0.52,0.208,4.0,-1.0,41.875,0.10663507109004738,High,Low Sugar,Yes
9982,newgate,20018443,cream of tomato soup,132.0,552.288,13.2,9.4,7.2,0.6,2.6,0.9,0.36,4.0,3.0,11.4583333333333,0.7121212121212122,Moderate,Moderate Sugar,Yes
9983,cadbury,7622210344205,creme egg,441.0,1856.0,72.0,65.0,15.0,8.9,3.1,0.15,0.06,4.0,28.0,0.0,0.9027777777777778,High,High Sugar,Yes
9984,jaouda,6111242106833,ghilal,69.0,288.696,14.0,9.3,0.7,0.5,1.5,0.0,0.0,4.0,2.0,4.65,0.6642857142857144,Low,Moderate Sugar,Yes
9985,grafschafter lidl,20501327,pane proteico,227.0,949.0,14.0,1.9,8.6,1.1,18.0,1.1,0.44,4.0,-4.0,0.0,0.1357142857142857,Moderate,Low Sugar,Yes
9987,morrisons,5010251920113,all butter shortbread fingers,515.0,2154.76,60.0,15.9,27.6,17.0,5.6,0.46,0.184,3.0,22.0,0.0,0.265,High,High Sugar,No
9988,ms collection,29308750,authentic greek yoghurt with vanilla,139.0,581.576,9.2,8.6,8.4,6.0,5.0,0.1475,0.059,1.0,5.0,0.0,0.9347826086956522,Moderate,Moderate Sugar,No
9989,savour bakes,4088600209906,thins cheddar  pepper,29.0,121.336,5.0,1.4,0.5,0.75,0.9,0.615,0.246,4.0,12.0,5.5,0.27999999999999997,Low,Low Sugar,Yes
9990,lesieur,3265472277009,lesieur 475g mayonnaise,660.0,2761.44,2.0,0.0,72.0,0.0,1.0,0.0,0.0,4.0,8.0,51.0,0.0,High,Low Sugar,Yes
