,brands,code,product_name,energy-kcal_value,energy-kj_value,carbohydrates_value,sugars_value,fat_value,saturated-fat_value,proteins_value,salt_value,sodium_value,nova-group,nutrition-score-fr,fruits-vegetables-nuts-estimate-from-ingredients_100g,sugar_to_carb_ratio,calorie_category,sugar_category,is_ultra_processed
1249,by sainsburys,277679,greek style natural yogurt,103.0,431.0,4.2,4.2,7.6,5.1,4.0,0.25,0.1,3.0,5.0,0.0,1.0,Moderate,Low Sugar,No
1250,anchor,5000246728725,anchor butter,744.0,3059.0,0.6,0.6,82.0,52.0,0.6,1.6725,0.669,2.0,27.0,0.0,1.0,High,Low Sugar,No
1251,happyvore,3760324300015,2 steaks vegetaux et gourmands,229.0,949.0,3.8,0.5,17.0,2.0,13.0,0.65,0.26,4.0,-2.0,13.95,0.13157894736842105,Moderate,Low Sugar,Yes
1252,delicia,6111162001195,double concentre de tomates,91.0,386.0,18.35,50.0,0.09,0.0,4.13,0.0,0.0,1.0,0.0,100.0,2.7247956403269753,Low,High Sugar,No
1253,jaouda,6111242101982,ghilal,106.0,444.5,16.0,7.5,3.0,2.2,3.5,0.0,0.0,4.0,4.0,0.0,0.46875,Moderate,Moderate Sugar,Yes
1254,pepsi,6111252420059,pepsi 2l,42.0,175.728,11.0,11.0,0.0,0.0,0.0,0.00571,0.002284,4.0,12.0,0.0,1.0,Low,Moderate Sugar,Yes
1255,sainsburys organic,1208610,baked beans in tomato sauce,90.0,380.0,12.8,4.7,0.5,0.1,5.3,0.47,0.188,3.0,-7.0,83.0,0.3671875,Low,Low Sugar,No
1258,milky foof,6111246722039,fromage herbes milky food,228.0,953.0,4.0,0.0,21.0,0.0,4.8,0.0,0.0,3.0,1.0,5.35714285714286,0.0,Moderate,Low Sugar,No
1259,puget,3178050000749,huile dolive,900.0,3700.0,0.0,0.0,100.0,15.0,0.0,0.0,0.0,2.0,0.0,100.0,,High,Low Sugar,No
1260,lu mondelez,3056440070896,bastogne,485.0,2045.0,71.0,40.0,20.0,9.4,4.7,0.79,0.316,4.0,29.0,0.0,0.5633802816901409,High,High Sugar,Yes
1261,hacendado,8480000808592,10 tortillas trigo,303.0,1277.0,51.0,1.8,6.4,1.8,8.0,1.6,0.64,4.0,9.0,0.0,0.03529411764705882,High,Low Sugar,Yes
1262,la boulangere,3760049798869,pain de mie bio grandes tranches complet sans sucres ajoutes 500g,252.0,1060.0,38.0,1.9,5.1,0.5,10.0,0.99,0.396,4.0,-1.0,0.0,0.049999999999999996,High,Low Sugar,Yes
1263,la boulangere,3760049798845,pain de mie grandes tranches avoine  graines 500g,274.0,1150.0,33.0,2.2,9.1,1.0,12.0,0.93,0.372,4.0,0.0,0.0,0.06666666666666667,High,Low Sugar,Yes
1264,ferrero rocher,8000500359488,90g ferrero rocher tablette lt,614.0,2554.0,46.2,45.4,44.4,21.4,6.2,0.163,0.0652,4.0,30.0,0.0,0.9826839826839826,High,High Sugar,Yes
1265,daves killer bread,13764027053,21 whole grains and seeds organic bread,110.0,460.24,22.0,4.0,1.5,0.0,6.0,425.0,170.0,4.0,-1.0,0.12389212740385,0.18181818181818182,Moderate,Low Sugar,Yes
1266,el baraka,6111184001180,confiture de fraise,248.0,1038.0,61.3,60.0,0.16,0.0,0.47,0.0575,0.023,4.0,17.0,60.0,0.9787928221859706,Moderate,High Sugar,Yes
1267,snickers,5900951311505,snickers,490.0,2050.16,60.0,51.0,23.0,7.6,8.7,0.5125,0.205,4.0,29.0,23.3998372395833,0.85,High,High Sugar,Yes
1268,mondelez international,7622300441937,philadelphia original,226.666666666667,948.3733333333348,4.66666666666667,4.33333333333333,20.6666666666667,13.6666666666667,5.33333333333333,0.0,0.0,4.0,16.0,0.0,0.9285714285714274,Moderate,Low Sugar,Yes
1269,lactel,3428273980046,lait 100  francais matin legerr demiecreme,43.0,179.912,4.8,4.8,1.2,0.8,3.3,0.1075,0.043,1.0,-1.0,0.0,1.0,Low,Low Sugar,No
1270,banania,3700278400881,banania original  cacao cereales touche de banane  miel,373.0,1577.0,79.0,69.0,2.2,1.4,5.6,0.06,0.024,4.0,9.0,0.25,0.8734177215189873,High,High Sugar,Yes
1271,lumondelez,3017760819121,chamonix,44.2160611854,184.9999999997136,9.8,5.5,0.2,0.1,0.54,0.0025,0.001,4.0,16.0,12.45,0.5612244897959183,Low,Moderate Sugar,Yes
1272,kelloggs,5053827110983,cereales miel pops,384.0,1606.656,85.0,22.0,1.5,0.1,5.2,0.4,0.16,4.0,9.0,0.0,0.25882352941176473,High,High Sugar,Yes
1273,cereal,3259011799893,galettes boulgour  sarrasin a lemmental,225.0,941.4,25.0,1.9,9.0,2.1,8.8,0.975,0.39,4.0,3.0,7.5,0.076,Moderate,Low Sugar,Yes
1274,mars wrigley,5000159459228,twix double,123.0,514.6320000000001,16.0,12.3,5.9,3.5,1.1,0.1,0.04,4.0,31.0,0.0,0.76875,Moderate,Moderate Sugar,Yes
1275,bjorg,3229820762692,tofu nature,157.0,657.0,2.0,0.5,9.3,1.5,16.0,0.01,0.004,4.0,-4.0,32.0,0.25,Moderate,Low Sugar,Yes
1276,cassegrain,3083681093926,aubergines cuisinees a la provencale,83.0,347.272,6.7,5.6,5.2,0.6,1.8,0.7475,0.299,3.0,0.0,97.05,0.835820895522388,Low,Moderate Sugar,No
1277,alesto,20815400,cashewcranberrymix,471.0,1972.0,50.6,38.8,24.0,4.2,10.4,0.02,0.008,3.0,17.0,81.25,0.7667984189723319,High,High Sugar,No
1279,daddy,3165433724019,cassonade pure canne,400.0,1700.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,2.0,20.0,0.0,1.0,High,High Sugar,No
1280,brioche pasquier,3182180002436,pain grille loriginal,388.0,1643.0,76.0,4.1,3.5,0.4,11.0,1.3,0.52,3.0,9.0,0.0,0.053947368421052626,High,Low Sugar,No
1281,calin yoplait,3329770076471,calin extra,82.0,344.0,6.6,6.6,3.2,2.2,5.7,0.13,0.052,1.0,2.0,0.0,1.0,Low,Moderate Sugar,No
1282,herta tarte en or,3154230600183,herta tarte en or pate feuilletee 230g,383.1,1601.8,42.0,1.9,20.0,9.2,6.5,1.2,0.48,4.0,18.0,6.06875,0.04523809523809524,High,Low Sugar,Yes
1283,longley farm,5010578008020,cottage cheese,104.0,435.136,2.2,2.1,6.0,4.3,10.3,0.7875,0.315,3.0,4.0,0.0,0.9545454545454545,Moderate,Low Sugar,No
1285,tesco,5000119117342,wheat biscuits malty  crispy,358.0,1514.0,68.0,4.4,2.0,0.6,12.0,0.3,0.12,3.0,-3.0,0.0,0.06470588235294118,High,Low Sugar,No
1286,hacendado,8480000864673,pan espelta integral,273.0,1151.0,45.4,4.92,3.8,0.7,10.2,1.37,0.548,3.0,2.0,0.0,0.10837004405286343,High,Low Sugar,No
1287,gerble,3175681290297,cookie chocolat saveur noisette sans sucres,445.0,1861.88,64.0,0.0,20.0,3.6,8.0,0.18,0.072,4.0,2.0,14.15,0.0,High,Low Sugar,Yes
1288,fitzgeralds sourdough bagels,5099077004306,sourdough  bagels,277.0,1160.0,49.4,6.24,3.05,0.38,10.1,1.11,0.444,3.0,3.0,6.0,0.12631578947368421,High,Moderate Sugar,No
1290,oreo,6111031005194,,298.0,1246.832,29.5,19.5,19.9,9.9,3.1,0.5,0.2,4.0,30.0,0.0,0.6610169491525424,High,High Sugar,Yes
1291,gerble,3175681077324,biscuit chocolat saveur amande,464.0,1948.0,63.0,17.0,18.0,3.1,10.0,0.7,0.28,4.0,13.0,20.6,0.2698412698412698,High,High Sugar,Yes
1292,evian,3068320080000,evian,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.625,0.65,1.0,0.0,0.0,,Low,Low Sugar,No
1293,gerble,3175681134935,gerble  sables sans sucres saveur citron et yuzu 132g 47oz,424.0,1775.0,72.0,0.0,15.0,1.2,6.0,0.22,0.088,4.0,3.0,9.5175,0.0,High,Low Sugar,Yes
1294,bjorg,3229820794648,galette de mais,381.0,1612.0,74.0,0.8,4.0,0.5,9.2,0.3,0.12,3.0,-1.0,0.0,0.010810810810810811,High,Low Sugar,No
1295,gerble,3175681116863,sable sesame saveur vanille   gerble sans sucres,442.0,1850.0,66.0,0.0,18.0,1.7,8.1,0.32,0.128,4.0,1.0,17.2,0.0,High,Low Sugar,Yes
1296,dr oetker ancel,3027030011810,sticks et bretzels dalsace,391.0,1652.0,73.0,3.2,4.8,0.4,10.0,2.8,1.12,3.0,14.0,0.0,0.043835616438356165,High,Low Sugar,No
1297,bjorg,3229820019604,soja nature sans sucre ajoute bio,43.0,178.0,0.7,0.5,2.6,0.6,3.9,0.03,0.012,1.0,-4.0,8.0,0.7142857142857143,Low,Low Sugar,No
1298,cristaline,3254381025887,cristaline eau de source 1l,0.0,0.0,0.0,2.9,0.0,0.0,0.0,4.75,1.9,1.0,0.0,0.0,,Low,Low Sugar,No
1299,gullon,8410376023831,diet nature digestive sin azucares,430.0,1799.0,68.0,0.5,16.0,1.5,6.2,0.88,0.352,4.0,4.0,0.0,0.007352941176470588,High,Low Sugar,Yes
1300,raynal  roquelaure,3021690201123,lentilles cuisinees a lauvergnate,110.0,461.0,11.0,1.2,3.6,1.4,6.6,0.8,0.32,4.0,7.0,31.95,0.10909090909090909,Moderate,Low Sugar,Yes
1301,kelloggs,5053827199568,tresor  choco nut,453.0,1838.0,71.0,26.0,15.0,3.8,6.6,0.94,0.376,4.0,18.0,0.218229166666667,0.36619718309859156,High,High Sugar,Yes
1302,ferrero,4008400163826,ferrero rocher,603.0,2522.952,44.4,39.9,42.7,14.1,8.2,0.153,0.0612,4.0,28.0,28.5,0.8986486486486487,High,High Sugar,Yes
1303,mutti oluf lorentzen as,8005110517006,pastasaus mbasilikum,56.0,234.0,5.3,4.5,2.8,0.5,1.6,0.81,0.324,4.0,3.0,70.2,0.8490566037735849,Low,Low Sugar,Yes
1304,lurpak,5740900805309,lurpak spreadable slightly salted,679.0,2840.936,0.6,0.6,75.0,35.0,0.5,0.885,0.354,2.0,21.0,22.5,1.0,High,Low Sugar,No
1305,nutritionsante,5900617002983,granola sante czekoladowa,454.54545454545,1901.8181818181629,72.727272727273,21.818181818182,16.363636363636,3.6363636363636,9.0909090909091,0.54545454545455,0.21818181818182,4.0,12.0,0.0,0.3000000000000014,High,High Sugar,Yes
1306,tesco,5057545928769,farmhouse super seeded loaf,294.0,1237.0,37.9,4.9,9.6,1.2,11.2,0.9,0.36,4.0,2.0,1.28333333333333,0.12928759894459105,High,Low Sugar,Yes
1307,bonne maman,3608580088486,hazelnut chocolate spread,551.0,2305.384,53.0,51.0,34.0,5.2,6.7,0.0975,0.039,4.0,24.0,25.0,0.9622641509433962,High,High Sugar,Yes
1308,pip  nut,5060367181274,smooth peanut butter,593.0,2481.112,11.0,6.6,49.0,6.2,27.0,0.4,0.16,3.0,-7.0,0.0,0.6,High,Moderate Sugar,No
1309,kettle,5017764128128,sea salt  balsamic vinegar crisps,513.0,2143.0,54.1,1.8,29.3,2.0,6.2,2.3,0.92,4.0,16.0,9.375,0.033271719038817,High,Low Sugar,Yes
1310,don simon,8410261643014,simon life,20.0,83.68,4.8,4.8,0.1,0.0,0.0,0.03,0.012,4.0,8.0,2.4,1.0,Low,Low Sugar,Yes
1311,leader food,6111242040991,fakiat barbeque,512.0,2145.0,63.6,0.5,25.0,11.2,8.0,1.1,0.44,4.0,11.0,0.0,0.007861635220125786,High,Low Sugar,Yes
1312,hellmanns,8720182592446,real mayonnaise,725.0,3034.0,1.4,1.3,79.0,6.2,1.1,1.2,0.48,4.0,20.0,78.1819444444444,0.9285714285714287,High,Low Sugar,Yes
1313,gerble,3175681026766,croustison miel sesame,439.0,1841.0,59.0,16.0,16.0,1.6,8.8,0.26,0.104,4.0,6.0,20.2,0.2711864406779661,High,High Sugar,Yes
1314,gerble,3175681110106,germe de ble,374.0,1572.0,35.0,14.0,9.6,1.7,30.0,0.02,0.008,1.0,-4.0,0.0,0.4,High,Moderate Sugar,No
1315,lindt,3046920022705,excellence noir orange intense,535.0,2229.0,51.0,46.0,32.0,17.0,7.0,0.08,0.032,4.0,29.0,14.8,0.9019607843137255,High,High Sugar,Yes
1316,kinderferrero,8000500267103,delice,455.0,1901.0,58.8,41.0,22.6,13.1,5.5,0.262,0.1048,4.0,27.0,0.125,0.6972789115646258,High,High Sugar,Yes
1317,hormel foods corporation skippy,37600106412,beurre de cacahuetes extracrunchy,603.0,2525.0,15.6,10.3,43.9,9.3,27.5,0.82,0.328,3.0,6.0,50.0,0.6602564102564104,High,Moderate Sugar,No
1318,pagen,7311071330815,krisprolls  wholegrain complets,397.0,1678.0,70.0,7.0,6.2,2.1,12.0,1.6,0.64,3.0,11.0,3.5,0.1,High,Moderate Sugar,No
1319,pringles,5053990101542,pringles hot  spicy,503.0,2106.0,51.0,3.0,32.0,3.5,4.3,1.6002,0.64008,4.0,17.0,0.0,0.058823529411764705,High,Low Sugar,Yes
1320,lustucru lustucru selection,3240931548135,lustucru gnocchi a poeler format xxl 720g,190.0,801.0,35.0,1.5,2.7,0.3,5.0,1.1,0.44,3.0,5.0,5.20833333333333,0.04285714285714286,Moderate,Low Sugar,No
1321,biotiful,5060337222143,kefir yogurt,72.0,301.248,7.4,4.8,2.0,1.3,6.0,0.05,0.02,1.0,0.0,0.0,0.6486486486486486,Low,Low Sugar,No
1322,aicha,6111021022002,aicha double concentre de tomates 140 g,117.0,489.528,23.7,9.0,0.4,0.0,4.6,0.5,0.2,1.0,-1.0,100.0,0.379746835443038,Moderate,Moderate Sugar,No
1323,seabrook,5016451062110,seabrook sea salt,516.0,2158.944,52.6,0.2,30.4,2.7,5.9,1.3,0.52,3.0,14.0,0.0,0.0038022813688212928,High,Low Sugar,No
1324,nlzh,6111029000040,,400.0,1673.6,100.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,High,Low Sugar,Yes
1325,nestle,6111018908999,nido,362.0,1522.0,53.95,9.1,3.3,1.0,5.95,0.22,0.088,4.0,21.0,0.0,0.1686746987951807,High,Moderate Sugar,Yes
1327,lactalis chaussee aux moines,3228021170060,chaussee aux moines 340g,305.0,1265.0,0.0,0.0,25.0,18.0,20.0,1.6,0.64,3.0,13.0,0.0,,High,Low Sugar,No
1328,kraft kraft foods mondelez international philadelphia,7622300685782,philadelphia nature 300g,226.0,933.0,4.3,4.3,21.0,14.0,5.4,0.75,0.3,4.0,14.0,0.0,1.0,Moderate,Low Sugar,Yes
1329,bjorg,3229820783673,fourres chocolat lait noisettes,131.0,547.0,16.0,7.0,6.3,1.9,2.0,0.14,0.056,4.0,22.0,5.0,0.4375,Moderate,Moderate Sugar,Yes
1330,oatly,7394376665028,semi oat drink,48.0,200.832,7.1,3.4,1.5,0.2,1.0,0.1,0.04,3.0,5.0,0.0,0.47887323943661975,Low,Low Sugar,No
1331,rewe ja,4388860015324,sussstoff,25.0,108.0,0.0,0.0,0.0,0.0,0.0,33.8,13.52,4.0,20.0,0.0,,Low,Low Sugar,Yes
1332,crownfield,4056489159506,low sugar granola original,521.0,2180.0,59.4,3.0,23.7,3.3,13.7,0.03,0.012,3.0,-1.0,23.625,0.050505050505050504,High,Low Sugar,No
1333,margafrique,6111203003430,cheesy fromage,635.0,2656.84,0.7,0.0,70.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,High,Low Sugar,Yes
1335,kelloggs,3159470005071,cereales extra pepites chocolat noisettes,497.0,2076.0,57.0,21.0,25.0,12.0,8.0,0.68,0.272,4.0,22.0,3.0,0.3684210526315789,High,High Sugar,Yes
1337,ekibio le pain des fleurs,3380380047749,tartines craquantes au sarrasin,385.0,1611.0,75.0,2.6,2.8,0.6,13.0,0.67,0.268,3.0,0.0,0.0,0.034666666666666665,High,Low Sugar,No
1338,sondey bio organic,20116705,galettes riz chocolat noir,494.0,2066.896,66.0,32.0,22.0,13.0,6.6,0.1675,0.067,4.0,25.0,0.0,0.48484848484848486,High,High Sugar,Yes
1339,tramier,8410179009391,huile dolive vierge extra,900.0,3765.6,0.0,0.0,100.0,16.0,0.0,0.0,0.0,2.0,1.0,100.0,,High,Low Sugar,No
1340,batts kania,20173074,crispy fried onions,590.0,2450.0,40.0,9.0,44.0,21.0,6.0,1.18,0.472,3.0,20.0,75.0,0.225,High,Moderate Sugar,No
1341,hacendado,8480000228369,crema de cacahuete 100 crunchy,608.0,2519.0,12.0,5.4,47.0,6.6,30.0,0.0,0.0,1.0,-8.0,100.0,0.45,High,Moderate Sugar,No
1342,filippo berio,8002210112445,classic pesto,381.0,1594.104,7.1,2.1,37.0,5.4,3.8,2.655,1.062,3.0,22.0,30.3874881628788,0.295774647887324,High,Low Sugar,No
1343,graze,5055958705427,graze lemon and blueberry,428.0,1790.7520000000002,46.0,13.0,21.0,3.6,6.0,0.19,0.076,4.0,6.0,34.9625,0.2826086956521739,High,Moderate Sugar,Yes
1344,carrefour bio carrefour,3560071507480,pate a tartiner,522.0,2181.0,60.0,58.0,28.0,4.2,6.7,0.11,0.044,4.0,24.0,13.0,0.9666666666666667,High,High Sugar,Yes
1346,nestle,7613037792935,nan optipro,362.0,1522.0,53.95,0.0,3.3,0.0,5.95,0.22,0.088,4.0,7.0,0.0,0.0,High,Low Sugar,Yes
1347,merendina,6111031005293,bimo,148.0,619.0,20.0,14.0,7.2,4.3,1.5,0.19,0.076,4.0,28.0,0.0,0.7,Moderate,Moderate Sugar,Yes
1350,mondelez,6111031005385,oreo original,481.0,2018.0,70.0,36.0,20.0,9.0,4.8,0.7,0.28,4.0,27.0,0.0,0.5142857142857142,High,High Sugar,Yes
1352,lactalis president,3228021170022,president emmental coeur de meule 250g,369.0,1532.0,0.5,0.5,29.0,21.0,27.0,0.6,0.24,3.0,9.0,0.0,1.0,High,Low Sugar,No
1353,barilla,8076800376999,lasagne alluovo,368.0,1558.0,68.0,3.0,4.0,1.0,14.0,0.08,0.032,1.0,-1.0,0.0,0.04411764705882353,High,Low Sugar,No
1354,hipro danone,3033491482953,hipro myrtille,54.0,229.0,3.7,3.4,0.1,0.1,9.3,0.09,0.036,4.0,-3.0,5.0,0.9189189189189189,Low,Low Sugar,Yes
1355,montfleuri savencia,3451790563256,beurre a teneur reduite en mg 60 doux,547.0,2251.0,0.8,0.8,60.0,42.0,1.0,0.05,0.02,2.0,20.0,0.0,1.0,High,Low Sugar,No
1356,poulain,3664346315371,grand arome moins de sucre,70.0,296.0,8.9,8.4,1.9,1.1,3.9,0.11,0.044,4.0,16.5,0.0,0.9438202247191011,Low,Moderate Sugar,Yes
1357,maille,8718114734484,maille mayonnaise,664.0,2778.0,1.3,1.0,72.0,5.9,1.6,1.1,0.44,4.0,18.0,0.0,0.7692307692307692,High,Low Sugar,Yes
1358,bjorg,3229820796857,flocons davoine,363.333333333333,1524.0,69.1666666666667,0.0,8.0,1.0,10.8333333333333,83.3333333333333,33.3333333333333,1.0,-5.0,0.0,0.0,High,Low Sugar,No
1359,flying goose brand,8853662056012,sriracha hot chilli sauce,139.0,581.576,28.0,22.0,1.2,0.2,2.3,7.18,2.872,4.0,24.0,64.59,0.7857142857142857,Moderate,High Sugar,Yes
1360,kraft,8410066131334,mayonesa sabor tradicional,262.0,1495.0,7.3,3.0,37.0,4.1,0.7,1.8,0.72,4.0,16.0,0.0,0.4109589041095891,High,Low Sugar,Yes
1361,la vache qui rit,3073781192254,03062024 deu101h 014 4,232.0,970.0,6.5,6.5,18.0,12.0,11.0,1.7,0.68,4.0,17.0,0.0,1.0,Moderate,Moderate Sugar,Yes
1362,soreen,5010043000917,malt loaf,158.0,661.072,33.0,10.0,0.9,0.2,4.1,0.235,0.094,4.0,6.0,14.1625,0.30303030303030304,Moderate,Moderate Sugar,Yes
1363,nestle,7613287170989,shredded wheat,367.0,1535.528,68.7,0.7,2.2,0.5,11.8,0.05,0.02,1.0,-5.0,0.0,0.010189228529839882,High,Low Sugar,No
1364,hayet,6194039501011,eau minerale naturelle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.05,15.62,1.0,0.0,0.0,,Low,Low Sugar,No
1365,hawai,5449000025272,haway tropical,37.0,157.0,9.0,8.5,0.0,0.0,0.0,0.0,0.0,4.0,10.0,0.0,0.9444444444444444,Low,Moderate Sugar,Yes
1366,mercadona,8480000864833,tortitas arroz con legumbres,366.0,1531.344,55.0,2.0,3.1,0.7,25.0,1.7,0.68,3.0,7.0,24.6666666666667,0.03636363636363636,High,Low Sugar,No
1367,tesco,10065891,tesco houmous,230.0,954.0,11.9,0.6,16.6,1.6,6.1,0.9,0.36,3.0,2.0,67.890625,0.050420168067226885,Moderate,Low Sugar,No
1368,yeo valley,5036589254836,kefir natural,56.0,234.304,5.7,5.7,1.9,1.2,4.0,0.1575,0.063,1.0,2.0,0.0,1.0,Low,Moderate Sugar,No
1369,cocacola,5449000060068,schweppes citron,19.0,79.49600000000001,4.5,4.4000000953674,0.0,0.0,0.0,0.041000001132488,0.0164,4.0,8.0,2.2000000476837,0.9777777989705333,Low,Low Sugar,Yes
1372,lousra,6111099000179,,900.0,3765.6,0.0,0.0,100.0,14.0,1.0,0.0,0.0,2.0,0.0,0.0,,High,Low Sugar,No
1373,dina,5022824240061,white bread wraps,225.0,941.4,49.3,1.3,0.9,0.3,5.9,0.5,0.2,3.0,2.0,0.0,0.026369168356997975,Moderate,Low Sugar,No
1375,afs,6111259093102,cheesle blanc nature,233.0,962.0,4.0,4.0,22.0,14.0,5.4,0.75,0.3,4.0,16.0,0.0,1.0,Moderate,Low Sugar,Yes
1376,jordans,5010477354051,muesli bio superfruits,360.0,1520.0,61.8,10.2,5.5,1.0,11.2,0.03,0.012,3.0,-2.0,18.0,0.1650485436893204,High,Moderate Sugar,No
1377,danone,3033491454080,skyr,57.0,244.0,3.9,3.9,0.2,0.1,10.0,0.1,0.04,3.0,-3.0,0.0,1.0,Low,Low Sugar,No
1378,heudebert lu mondelez,3392460481114,biscottes pleine vie sans sel ajoute,407.0,1719.0,74.0,4.8,6.1,2.7,12.0,0.01,0.004,4.0,3.0,0.0,0.06486486486486487,High,Low Sugar,Yes
1379,lactalis president,3228021170046,emmental rape,373.0,1549.0,1.0,0.5,29.0,21.0,27.0,0.83,0.332,3.0,11.0,0.0,0.5,High,Low Sugar,No
1380,la baleine,3183280012875,sel de mer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.5,39.0,2.0,20.0,0.0,,Low,Low Sugar,No
1381,st hubert st hubert omega 3,3366321051549,st hubert omega 3 doux 255g,468.0,1924.0,0.0,0.0,52.0,15.0,0.0,0.42,0.168,4.0,10.0,30.0,,High,Low Sugar,Yes
1382,les 2 vaches,3661344288690,cremeuh chocolat,146.0,614.0,20.1,17.6,5.0,3.4,4.4,0.27,0.108,3.0,9.0,0.0,0.8756218905472637,Moderate,High Sugar,No
1383,maitre jean pierre,4056489007166,pain de mie extramoelleux nature,71.0,297.064,12.8,0.9,1.1,0.1,2.1,0.225,0.09,4.0,5.0,7.71428571428572,0.0703125,Low,Low Sugar,Yes
1384,funkie,3770008009653,la pate a tartiner cacao noisette,263.0,1100.392,35.0,30.0,14.0,1.4,4.8,0.22,0.088,3.0,11.0,48.0,0.8571428571428571,High,High Sugar,No
1385,fin carre,20005771,whole nut milk chocolate,582.0,2435.088,45.1,40.2,39.7,15.5,9.0,0.2075,0.083,4.0,29.0,27.359375,0.8913525498891353,High,High Sugar,Yes
1386,giovanni rana rana,8001665714372,tortellini ricotta  epinards,257.0,1081.0,35.0,5.6,7.8,2.5,9.0,1.1,0.44,4.0,8.0,20.013671875,0.16,High,Moderate Sugar,Yes
1387,galletas gullon,8410376040425,cuor di cereale,459.0,1921.0,59.0,21.0,19.0,1.7,7.2,0.75,0.3,4.0,10.0,10.8970588235294,0.3559322033898305,High,High Sugar,Yes
1388,heinz,8715700423951,tomato ketchup 50 less sugar and salt,64.0,271.0,12.0,11.0,0.1,0.0,1.4,0.9,0.36,4.0,5.0,67.7,0.9166666666666666,Low,Moderate Sugar,Yes
1389,benecol,5055940101145,buttery taste,537.0,2246.808,0.8,0.8,59.0,11.0,0.5,1.0,0.4,4.0,9.0,55.9,1.0,High,Low Sugar,Yes
1390,tonys chocolonely,8717677339914,milk chocolate,164.0,686.176,15.6,15.2,10.0,6.0,2.3,0.0625,0.025,4.0,30.0,0.0,0.9743589743589743,Moderate,High Sugar,Yes
1391,graze,5055958706288,smoky barbecue crunch,464.0,1944.0,79.2,5.2,17.2,2.0,9.6,0.0,0.0,4.0,-1.0,18.7502861022949,0.06565656565656566,High,Moderate Sugar,Yes
1393,hacendado,8402001014581,avena 0 azucar,35.0,148.0,4.7,0.0,1.4,0.2,0.7,0.1,0.04,4.0,2.0,0.0,0.0,Low,Low Sugar,Yes
1395,harrys,3228850000262,pain ams 7 cereales,282.0,1171.0,41.2,5.0,6.8,0.7,10.7,1.13,0.452,4.0,1.0,4.74999999999999,0.12135922330097086,High,Moderate Sugar,Yes
1396,gerble,3175681134904,sable nature sans sucres,424.0,1776.0,72.0,0.0,15.0,1.2,6.0,0.22,0.088,4.0,3.0,9.1,0.0,High,Low Sugar,Yes
1397,la baleine,3183280017337,sel fin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.5,39.0,2.0,20.0,0.0,,Low,Low Sugar,No
1398,kelloggs,8410188012092,corn flakes,378.0,1604.0,84.0,8.0,0.9,0.2,7.0,1.1,0.44,3.0,11.0,0.0,0.09523809523809523,High,Moderate Sugar,No
1399,connetable,3263670162219,plain sardines,158.0,663.0,0.0,0.0,7.8,2.6,22.0,1.0,0.4,3.0,0.0,9.375,,Moderate,Low Sugar,No
1400,ebly,3487400000392,ble tendre cuisson 10 min ebly 500 g,135.0,564.84,26.9,0.5,0.5,0.1,4.7,0.0,0.0,1.0,1.0,2.86458333333334,0.01858736059479554,Moderate,Low Sugar,No
1401,bjorg,3229820797861,croustillant 3 noix,441.0,1847.0,56.0,14.0,17.0,2.1,11.0,0.02,0.008,4.0,1.0,9.9,0.25,High,Moderate Sugar,Yes
1402,mercadona,8480000094742,cereales y semillas granola con frutos secos bajo en azucar,477.0,1993.0,50.2,4.7,22.7,3.5,13.6,0.02,0.008,4.0,-1.0,7.0,0.09362549800796813,High,Low Sugar,Yes
1403,kania lidl winarom,20697075,moutarde de dijon,159.0,643.0,3.2,2.7,11.5,0.8,7.2,5.7,2.28,3.0,21.0,0.0,0.84375,Moderate,Low Sugar,No
1404,teisseire,3092718637064,tsr grenadine 60 cl,329.0,1399.0,81.0,78.0,0.0,0.0,0.0,0.0,0.0,4.0,10.0,12.4375,0.9629629629629629,High,High Sugar,Yes
1405,quaker,5000108030904,jumbo rolled oats,150.0,626.0,24.0,0.4,3.2,0.6,4.4,0.0,0.0,1.0,-4.0,0.0,0.016666666666666666,Moderate,Low Sugar,No
1406,the tofoo co,5034467000650,tofoo naked xl,108.75,455.01,0.825,0.075,5.85,0.9,12.375,0.045,0.018,3.0,-4.0,31.0,0.09090909090909091,Moderate,Low Sugar,No
1407,sainsburysby sainsburys,1117011,unsalted english butter,74.0,309.616,0.5,0.5,8.2,5.2,0.5,0.01,0.004,2.0,20.0,0.0,1.0,Low,Low Sugar,No
1408,danone,6111032009146,actimel,78.389830508475,327.9830508474594,13.771186440678,5.2966101694915,1.9067796610169,1.271186440678,2.0127118644068,0.0,0.0,4.0,9.0,0.0,0.38461538461538186,Low,Moderate Sugar,Yes
1409,plenish,5060362071051,organic oat drink,33.0,138.0,6.6,3.8,0.3,0.1,0.6,0.08,0.032,3.0,5.0,0.0,0.5757575757575758,Low,Low Sugar,No
1412,fleury michon,3302740087103,les tranches vege haricots blancs,135.0,563.0,10.0,0.5,6.0,0.4,8.1,1.8,0.72,4.0,6.0,30.812890625,0.05,Moderate,Low Sugar,Yes
